Player,LR Predicted Score,RF Predicted Score,XGB Predicted Score,NN Predicted Score,Bayesian Predicted Score
Billy Cannon,-0.74,0.03,0.01,0.41,-0.74
Billy Davis,0.91,0.74,0.95,1.74,0.91
Billy Griggs,-0.38,0.03,-0.04,0.56,-0.38
Billy Harris,-0.83,0.02,0.0,0.36,-0.84
Billy Jackson,8.38,1.98,3.05,4.19,8.37
Billy Joe DuPree,4.37,6.75,6.17,4.22,4.37
Billy Joe Hobert,0.92,0.1,9.94,1.11,0.89
Billy Joe Tolliver,2.84,3.6,1.47,2.88,2.95
Billy Johnson,7.54,4.33,1.9,5.41,7.53
Billy Kilmer,12.9,8.45,1.16,6.69,12.59
Billy Latsko,-0.83,0.02,0.0,0.36,-0.84
Billy Lefear,0.27,0.11,0.37,0.2,0.26
Billy Masters,1.12,1.15,2.41,1.81,1.12
Billy McMullen,1.13,0.69,1.09,2.01,1.13
Billy Miller,4.63,3.02,2.4,5.07,4.63
Billy Parks,1.23,1.27,1.46,2.03,1.23
Billy Pritchett,0.4,0.07,0.0,0.37,0.4
Billy Ryckman,0.31,0.16,-0.03,0.93,0.3
Billy Sims,26.87,35.7,78.32,29.59,26.84
Billy Taylor,8.11,1.95,2.87,3.58,8.1
Billy Truax,-0.08,0.31,0.31,1.03,-0.08
Billy Van Heusen,0.72,0.32,0.64,1.0,0.73
Billy Volek,1.88,5.42,1.34,1.42,1.83
Billy Waddy,2.66,1.34,0.18,2.07,2.65
Billy Walik,-0.47,0.04,-0.03,0.28,-0.47
Billy Williams,-0.83,0.02,0.0,0.36,-0.84
Binjimen Victor,-0.83,0.02,0.0,0.36,-0.84
Biren Ealy,-0.79,0.02,0.0,0.38,-0.8
Bishop Sankey,1.52,0.24,0.0,1.02,1.52
Blaine Gabbert,0.34,0.94,0.48,2.04,0.47
Blair Kiel,0.34,0.07,-0.01,0.44,0.34
Blair Thomas,5.19,1.88,-0.15,2.73,5.18
Blair White,0.52,0.19,-0.07,1.03,0.51
Blake Annen,-0.83,0.02,0.0,0.36,-0.84
Blake Bell,0.81,0.75,1.26,1.77,0.81
Blake Bortles,5.08,4.38,6.43,6.89,5.21
Blake Corum,-0.65,0.03,0.07,0.35,-0.65
Blake Ezor,-0.69,0.03,-0.05,0.29,-0.7
Blake Jarwin,1.38,0.41,0.51,1.61,1.37
Blake Spence,-0.65,0.02,-0.03,0.35,-0.66
Blake Watson,-0.8,0.03,0.28,0.37,-0.81
Blake Whiteheart,-0.6,0.02,-0.03,0.39,-0.6
Bo Cornell,-0.67,0.07,0.14,0.33,-0.67
Bo Jackson,9.13,4.01,1.84,6.81,9.13
Bo Matthews,7.84,2.85,3.27,2.83,7.82
Bo Melton,-0.13,0.05,-0.14,0.75,-0.13
Bo Nix,3.58,8.96,29.29,1.65,3.51
Bo Rather,0.79,0.45,0.08,1.56,0.79
Bo Robinson,1.19,0.07,0.0,0.72,1.18
Bo Scaife,6.42,5.24,4.72,6.34,6.42
Bo Scarbrough,-0.18,0.03,0.02,0.36,-0.18
Bo Scott,10.5,8.07,4.28,6.53,10.49
Bob Adams,0.04,0.26,0.12,1.02,0.03
Bob Avellini,1.91,0.92,-0.3,2.28,2.06
Bob Berry,5.22,1.63,-0.14,2.32,5.14
Bob Bleier,-0.17,0.03,0.01,0.38,-0.17
Bob Bruer,0.38,0.23,0.13,1.29,0.38
Bob Brunet,0.88,0.04,0.03,0.61,0.87
Bob Chandler,5.4,8.12,11.74,5.91,5.4
Bob Christian,10.16,2.03,-1.61,5.56,10.15
Bob Davis,2.42,0.08,-0.02,0.57,2.32
Bob Ferrell,2.19,0.14,0.08,0.36,2.18
Bob Fisher,-0.67,0.03,-0.01,0.45,-0.67
Bob Gaddis,-0.72,0.02,-0.03,0.32,-0.73
Bob Gagliano,1.64,0.37,0.25,0.81,1.69
Bob Gladieux,0.21,0.11,-0.03,0.34,0.2
Bob Gresham,8.25,1.79,-0.56,2.95,8.24
Bob Griese,18.44,12.65,13.35,11.66,18.05
Bob Grim,2.68,2.0,1.53,2.83,2.68
Bob Hayes,-0.75,0.02,0.0,0.4,-0.76
Bob Hewko,-0.83,0.02,0.0,0.36,-0.84
Bob Holly,-0.22,0.04,-0.06,0.31,-0.22
Bob Hudson,-0.68,0.03,-0.05,0.3,-0.68
Bob Hunt,-0.83,0.02,0.0,0.36,-0.84
Bob Keseday,-0.83,0.02,0.0,0.36,-0.84
Bob Klein,2.38,7.04,4.22,3.56,2.38
Bob Leahy,-0.64,0.03,-0.15,0.29,-0.64
Bob Lee,3.3,0.77,-0.16,1.82,3.32
Bob Long,-0.79,0.02,0.0,0.38,-0.8
Bob McCall,-0.33,0.07,-0.01,0.26,-0.34
Bob Moore,0.85,1.04,1.32,1.94,0.85
Bob Mrosko,-0.64,0.03,-0.01,0.47,-0.65
Bob Naponic,-0.85,0.03,0.17,0.31,-0.85
Bob Newland,0.99,1.35,2.17,2.11,0.99
Bob Niziolek,-0.83,0.02,0.0,0.36,-0.84
Bob Parsons,-0.37,0.1,-0.06,0.41,-0.37
Bob Perryman,5.92,1.46,1.65,2.03,5.92
Bob Picard,-0.83,0.02,0.0,0.36,-0.84
Bob Pickard,-0.72,0.02,0.01,0.42,-0.73
Bob Raba,-0.69,0.02,-0.03,0.33,-0.7
Bob Rosenstiel,-0.83,0.02,0.0,0.36,-0.84
Bob Shaw,-0.82,0.02,0.0,0.37,-0.83
Bob Thomas,1.42,0.07,-0.11,0.61,1.41
Bob Thompson,-0.83,0.02,0.0,0.36,-0.84
Bob Torrey,-0.34,0.03,0.12,0.44,-0.35
Bob Trumpy,2.7,4.27,5.82,3.67,2.7
Bob Tucker,7.35,6.86,15.82,6.71,7.35
Bob Wallace,-0.24,4.26,3.44,0.84,-0.25
Bob Wicks,-0.82,0.02,0.0,0.37,-0.83
Bob Windsor,1.1,0.85,0.88,1.82,1.09
Bobby Anderson,5.85,1.7,0.53,2.06,5.84
Bobby Batton,-0.83,0.02,0.01,0.36,-0.84
Bobby Brown,-0.74,0.02,0.0,0.41,-0.74
Bobby Collins,-0.21,0.04,-0.04,0.61,-0.21
Bobby Douglass,11.46,10.7,11.53,9.42,11.51
Bobby Duckworth,0.41,0.43,0.36,1.45,0.4
Bobby Duhon,1.31,0.17,-0.05,0.32,1.3
Bobby Engram,17.33,8.92,3.1,15.76,17.34
Bobby Fowler,-0.76,0.02,0.01,0.4,-0.77
Bobby Hammond,3.39,0.92,1.32,0.94,3.39
Bobby Hebert,6.98,9.04,10.32,6.95,7.01
Bobby Howard,0.57,0.05,0.08,0.58,0.56
Bobby Hoying,-1.66,0.03,-0.11,0.52,-1.6
Bobby Humphery,-0.18,0.08,-0.02,0.38,-0.19
Bobby Humphrey,10.32,11.86,19.23,7.22,10.31
Bobby Joe Edmonds,-0.03,0.1,0.1,0.21,-0.04
Bobby Johnson,0.83,1.2,2.42,1.9,0.83
Bobby Jones,0.62,0.43,0.04,1.54,0.62
Bobby Kimball,-0.83,0.02,0.0,0.36,-0.84
Bobby Micho,-0.37,0.06,-0.03,0.55,-0.38
Bobby Morse,-0.57,0.04,0.04,0.26,-0.58
Bobby Neely,-0.66,0.03,-0.01,0.46,-0.66
Bobby Olive,-0.83,0.02,0.0,0.36,-0.84
Bobby Phillips,-0.83,0.04,0.05,0.35,-0.83
Bobby Rainey,3.82,0.67,-0.5,2.02,3.82
Bobby Riley,-0.83,0.02,0.0,0.36,-0.84
Bobby Scott,0.1,0.09,-0.15,0.62,0.12
Bobby Shaw,5.28,2.35,0.84,5.25,5.28
Bobby Sippio,-0.83,0.02,0.0,0.36,-0.84
Bobby Thompson,0.24,0.04,0.03,0.64,0.24
Bobby Wade,6.29,13.07,10.01,6.98,6.3
Bobo Wilson,-0.48,0.06,-0.03,0.46,-0.49
Boo Williams,3.42,1.08,0.59,3.4,3.41
Boobie Clark,16.08,9.34,9.96,13.03,16.07
Booker Moore,1.71,0.6,0.42,1.03,1.71
Booker Russell,3.65,0.21,0.21,1.1,3.64
Boomer Esiason,21.53,21.86,24.0,25.08,21.41
Boston Scott,8.11,1.83,-1.3,4.43,8.11
Boyce Green,4.33,0.89,0.84,1.24,4.33
Boyd Brown,-0.82,0.02,0.0,0.37,-0.83
Boyd Dowler,-0.36,0.03,-0.04,0.57,-0.37
Brad Anderson,-0.78,0.02,0.0,0.39,-0.78
Brad Baxter,18.55,8.34,2.88,15.46,18.53
Brad Beckman,-0.68,0.08,0.01,0.45,-0.69
Brad Christenson,-0.83,0.02,0.0,0.36,-0.84
Brad Cieslak,-0.71,0.02,0.0,0.43,-0.72
Brad Cottam,-0.48,0.03,-0.01,0.6,-0.48
Brad Davis,-0.83,0.02,0.0,0.36,-0.84
Brad Goebel,-1.09,0.03,-0.03,0.27,-1.07
Brad Hoover,4.74,1.26,-1.31,3.2,4.74
Brad Hubbert,-0.23,0.03,0.02,0.45,-0.23
Brad Johnson,4.64,7.58,4.33,7.78,4.9
Brad Lamb,-0.67,0.03,-0.01,0.45,-0.67
Brad Muster,14.66,9.27,18.64,10.46,14.65
Brad Pyatt,-0.79,0.02,0.0,0.38,-0.8
Brad Smelley,-0.82,0.02,0.0,0.37,-0.83
Brad Smith,4.43,1.72,0.01,2.66,4.42
Brad St. Louis,-0.83,0.02,0.0,0.36,-0.84
Bradie Ewing,-0.81,0.02,0.0,0.38,-0.81
Bradlee Van Pelt,-0.38,0.03,0.02,0.43,-0.39
Bradley Marquez,-0.44,0.04,-0.01,0.64,-0.44
Brady McDonnell,-0.83,0.02,0.0,0.36,-0.84
Brady Quinn,-1.69,0.04,0.04,0.68,-1.59
Brady Russell,-0.83,0.02,0.0,0.36,-0.84
Braedon Bowman,-0.82,0.02,0.0,0.37,-0.83
Braelon Allen,0.67,0.04,0.03,0.74,0.66
Bralon Addison,-0.82,0.02,0.01,0.37,-0.82
Branden Oliver,1.88,0.27,0.23,1.35,1.88
Brandin Cooks,22.11,17.1,19.54,23.68,22.11
Brandon Aiyuk,9.07,7.12,8.63,7.07,9.07
Brandon Allen,-0.51,0.03,0.09,0.59,-0.51
Brandon Banks,-0.42,0.05,-0.08,0.48,-0.43
Brandon Barden,-0.83,0.02,0.0,0.36,-0.84
Brandon Bennett,4.08,1.17,5.96,2.36,4.09
Brandon Bolden,8.29,2.0,2.18,3.88,8.28
Brandon Bostick,-0.21,0.04,-0.04,0.61,-0.21
Brandon Burks,-0.84,0.02,0.07,0.36,-0.84
Brandon Coleman,1.78,0.88,1.24,2.07,1.77
Brandon Dillon,-0.82,0.02,0.0,0.37,-0.83
Brandon Gibson,6.26,4.41,3.78,6.45,6.26
Brandon Jackson,4.97,0.96,-0.47,2.62,4.97
Brandon Jacobs,30.1,20.68,7.6,31.54,30.08
Brandon James,-0.68,0.08,0.01,0.45,-0.69
Brandon Johnson,0.35,0.17,-0.07,0.84,0.35
Brandon Jones,2.98,1.75,1.09,3.22,2.98
Brandon LaFell,12.35,6.69,7.59,10.67,12.35
Brandon Lloyd,14.68,13.24,9.31,13.39,14.68
Brandon London,-0.75,0.02,0.0,0.4,-0.76
Brandon Manumaleuna,2.93,1.59,2.85,2.69,2.93
Brandon Marshall,31.3,38.88,38.46,37.28,31.31
Brandon Middleton,-0.54,0.03,-0.04,0.42,-0.55
Brandon Miree,-0.66,0.03,-0.01,0.46,-0.66
Brandon Myers,4.22,3.03,2.36,4.73,4.22
Brandon Pettigrew,7.78,5.45,4.22,7.69,7.78
Brandon Powell,1.21,1.11,1.25,1.97,1.21
Brandon Rideau,-0.83,0.02,0.0,0.36,-0.84
Brandon Saine,-0.64,0.05,0.11,0.43,-0.65
Brandon Smith,-0.83,0.02,0.0,0.36,-0.84
Brandon Stokley,12.55,9.1,4.11,12.32,12.54
Brandon Tate,1.8,1.46,1.41,2.06,1.8
Brandon Weeden,-1.67,0.25,0.09,1.25,-1.54
Brandon Wegher,-0.83,0.02,0.0,0.36,-0.84
Brandon Wilds,-0.79,0.03,0.11,0.36,-0.8
Brandon Williams,-0.44,0.03,-0.01,0.64,-0.44
Brandon Wilson,-0.83,0.02,0.0,0.36,-0.84
Brandon Zylstra,-0.13,1.08,1.55,0.83,-0.13
Brant Bengen,-0.81,0.02,0.0,0.38,-0.81
Braxton Berrios,4.75,2.25,3.07,3.36,4.73
Braxton Miller,0.18,0.21,0.06,1.05,0.17
Brayden Willis,-0.81,0.02,0.0,0.38,-0.81
Braylon Edwards,13.9,12.12,13.91,13.63,13.9
Braylon Sanders,-0.79,0.02,0.0,0.38,-0.8
Breece Hall,9.96,10.42,17.17,6.43,9.96
Brendan Folmar,-0.83,0.02,0.0,0.36,-0.84
Brenden Bates,-0.82,0.02,0.0,0.37,-0.83
Brenden Rice,-0.83,0.02,0.0,0.36,-0.84
Brent Celek,11.17,6.77,6.85,9.88,11.17
Brent Fullwood,10.12,3.58,2.22,5.49,10.1
Brent Jones,9.81,8.71,15.11,8.69,9.81
Brent McClanahan,5.58,1.54,1.0,1.69,5.57
Brent Moss,-0.77,0.03,0.03,0.34,-0.78
Brent Novoselsky,-0.62,0.03,-0.01,0.49,-0.62
Brent Pease,-0.11,0.06,0.08,0.51,-0.09
Brenton Bersin,-0.02,0.17,0.06,0.96,-0.02
Brenton Strange,0.36,0.21,0.1,1.12,0.35
Breshad Perriman,5.0,2.42,1.08,4.64,5.0
Brett Basanez,-0.92,0.02,-0.0,0.36,-0.92
Brett Bech,0.2,0.12,-0.04,0.8,0.19
Brett Brackett,-0.83,0.02,0.0,0.36,-0.84
Brett Carolan,-0.57,0.07,-0.0,0.4,-0.58
Brett Favre,38.14,35.51,41.14,31.77,37.45
Brett Hundley,-0.26,0.03,0.02,0.72,-0.22
Brett Perriman,13.86,8.32,13.6,12.57,13.87
Brett Pierce,-0.79,0.02,0.0,0.38,-0.8
Brett Rypien,-1.19,0.03,-0.01,0.41,-1.17
Brett Swain,-0.6,0.03,-0.01,0.5,-0.61
Brett Wilson,-0.8,0.03,0.05,0.37,-0.81
Brevin Jordan,0.83,0.28,0.23,1.39,0.83
Brevyn Spann-Ford,-0.64,0.03,-0.01,0.47,-0.65
Brian Alford,-0.57,0.07,-0.0,0.4,-0.58
Brian Allen,-0.83,0.02,0.0,0.36,-0.84
Brian Baschnagel,1.76,0.98,-0.17,2.23,1.76
Brian Blades,13.09,13.5,9.27,12.72,13.11
Brian Brennan,5.25,4.01,1.44,5.59,5.25
Brian Brohm,-1.24,0.02,0.08,0.35,-1.22
Brian Calhoun,-0.72,0.03,0.11,0.39,-0.72
Brian Carey,-0.83,0.02,0.0,0.36,-0.84
Brian Clark,-0.46,0.03,-0.01,0.61,-0.47
Brian DeRoo,-0.74,0.02,0.0,0.41,-0.74
Brian Dowling,0.48,0.03,-0.01,0.72,0.47
Brian Duncan,-0.57,0.03,0.04,0.36,-0.58
Brian Finneran,7.0,4.08,3.86,6.53,7.0
Brian Fryer,-0.83,0.02,0.0,0.36,-0.84
Brian Glasgow,-0.81,0.02,0.0,0.38,-0.81
Brian Griese,4.95,3.2,0.06,5.23,5.02
Brian Hartline,9.46,7.97,2.94,9.38,9.47
Brian Henesey,-0.83,0.02,0.0,0.36,-0.84
Brian Hill,1.65,0.33,0.9,1.0,1.65
Brian Hoyer,-2.01,1.02,0.72,2.01,-1.79
Brian Jones,-0.38,0.03,-0.04,0.56,-0.38
Brian Kinchen,2.85,2.39,1.59,3.71,2.86
Brian Kozlowski,1.99,0.62,-0.03,2.3,1.98
Brian Lattimore,-0.83,0.02,0.0,0.36,-0.84
Brian Leonard,2.12,3.35,4.06,2.45,2.13
Brian Leonhardt,-0.6,0.02,-0.03,0.39,-0.6
Brian Manning,-0.66,0.03,-0.01,0.46,-0.66
Brian McClure,-1.12,0.02,-0.01,0.35,-1.11
Brian Milne,2.2,0.35,0.2,1.75,2.2
Brian Mitchell,11.75,3.54,-0.2,5.99,11.76
Brian Natkin,-0.79,0.02,0.0,0.38,-0.8
Brian O'Neal,-0.83,0.02,0.0,0.36,-0.84
Brian Parker,-0.67,0.03,-0.01,0.45,-0.67
Brian Peets,-0.46,0.03,-0.01,0.61,-0.47
Brian Quick,3.34,0.99,0.09,3.59,3.34
Brian Robinson Jr.,8.38,3.46,5.34,5.94,8.38
Brian Robiskie,0.79,0.36,0.23,1.48,0.78
Brian Roche,-0.59,0.03,-0.01,0.51,-0.59
Brian Salonen,-0.83,0.02,0.0,0.36,-0.84
Brian Satterfield,-0.83,0.02,0.0,0.36,-0.84
Brian Saxton,-0.68,0.08,0.01,0.45,-0.69
Brian Sipe,18.0,15.73,10.72,17.35,17.91
Brian St. Pierre,-0.55,0.02,-0.03,0.41,-0.57
Brian Stablein,1.38,0.86,0.44,2.29,1.37
Brian Taylor,-0.83,0.04,0.01,0.36,-0.84
Brian Thomas,2.15,6.51,45.81,2.16,2.14
Brian Treggs,-0.83,0.02,0.0,0.36,-0.84
Brian Tyms,-0.5,0.03,-0.04,0.45,-0.51
Brian Westbrook,31.68,48.0,48.86,36.37,31.68
Brian Williams,-0.83,0.02,0.0,0.36,-0.84
Brice Butler,2.15,0.63,-0.03,2.36,2.15
Brice Hunter,-0.58,0.02,-0.03,0.4,-0.59
Britain Covey,-0.64,0.03,-0.01,0.47,-0.65
British Brooks,-0.83,0.02,0.0,0.36,-0.84
Britt Davis,-0.83,0.02,0.0,0.36,-0.84
Brittain Brown,-0.83,0.02,0.0,0.36,-0.84
Brittan Golden,-0.25,0.03,-0.04,0.69,-0.26
Brock Berlin,-1.1,0.22,0.01,0.36,-1.09
Brock Bolen,-0.68,0.14,0.04,0.44,-0.68
Brock Bowers,1.84,9.05,33.49,2.54,1.84
Brock Forsey,0.21,0.04,0.02,0.53,0.21
Brock Huard,-0.76,0.03,-0.01,0.42,-0.76
Brock Olivo,-0.65,0.05,-0.0,0.46,-0.66
Brock Osweiler,-0.11,0.54,0.05,1.84,0.02
Brock Purdy,6.19,5.2,7.81,3.51,6.13
Brock Wright,1.16,0.22,0.2,1.23,1.16
Broderick Sargent,0.03,0.04,0.03,0.38,0.02
Brodie Croyle,-1.19,0.03,0.02,0.5,-1.15
Brody Eldridge,-0.57,0.03,-0.01,0.52,-0.58
Brody Liddiard,-0.83,0.02,0.0,0.36,-0.84
Bronson Hill,-0.82,0.06,0.28,0.37,-0.82
Brooks Bollinger,-1.73,0.03,-0.11,0.46,-1.67
Brooks Williams,-0.21,0.03,-0.04,0.74,-0.22
Browning Nagle,-2.48,0.03,0.09,0.44,-2.37
Bruce Coslet,0.33,0.2,0.04,1.09,0.33
Bruce Davis,-0.51,0.03,-0.02,0.34,-0.51
Bruce Ellington,1.99,1.46,0.99,2.18,1.98
Bruce Gradkowski,-1.13,0.11,-0.22,0.8,-1.06
Bruce Hansen,-0.8,0.03,0.11,0.35,-0.81
Bruce Hardy,3.37,3.22,7.57,4.16,3.37
Bruce Harper,9.51,4.19,0.61,4.16,9.5
Bruce Hill,2.34,2.68,1.45,3.14,2.34
Bruce Jankowski,-0.81,0.02,0.0,0.38,-0.81
Bruce King,-0.68,0.03,-0.05,0.38,-0.68
Bruce Mathison,-0.73,0.12,-0.01,0.13,-0.65
Bruce Maxwell,-0.83,0.06,0.28,0.36,-0.84
Bruce McGonnigal,-0.83,0.02,0.0,0.36,-0.84
Bruce Miller,1.42,0.69,0.66,1.79,1.41
Bruce Perkins,-0.67,0.14,0.09,0.43,-0.67
Bruce Perry,-0.78,0.03,0.03,0.35,-0.78
Bruce Stephens,-0.83,0.02,0.0,0.36,-0.84
Bryan Clark,-0.83,0.02,0.0,0.36,-0.84
Bryan Edwards,0.71,0.23,0.26,1.38,0.7
Bryan Fletcher,0.82,0.25,0.23,1.38,0.81
Bryan Gilmore,1.87,8.19,19.95,2.48,1.87
Bryan Johnson,0.39,0.26,0.47,1.28,0.38
Bryan Reeves,-0.2,0.03,-0.04,0.76,-0.2
Bryan Still,1.69,3.38,3.79,2.79,1.69
Bryan Walters,0.8,0.38,0.22,1.62,0.8
Bryant Johnson,9.72,8.59,10.3,9.96,9.74
Bryce Brown,3.49,1.1,-0.06,1.72,3.49
Bryce Ford-Wheaton,-0.83,0.02,0.0,0.36,-0.84
Bryce Oliver,-0.71,0.02,0.0,0.43,-0.72
Bryce Perkins,-0.77,0.03,0.0,0.35,-0.77
Bryce Petty,-1.82,0.03,0.01,0.37,-1.76
Bryce Treggs,-0.42,0.06,0.83,0.64,-0.42
Bryce Young,1.09,4.5,2.39,1.73,1.19
Brycen Hopkins,-0.57,0.03,-0.01,0.52,-0.58
Brycen Tremayne,-0.82,0.02,0.0,0.37,-0.83
Bub Means,-0.52,0.03,-0.04,0.44,-0.52
Bubba Bean,4.69,1.0,0.03,1.26,4.67
Bubba Franks,8.61,6.64,6.77,7.8,8.59
Bubba Garcia,-0.68,0.02,-0.03,0.34,-0.69
Bubby Brister,6.23,3.19,-0.16,5.69,6.35
Buck Ortega,-0.79,0.02,0.0,0.38,-0.8
Bucky Irving,3.86,7.2,27.52,1.76,3.86
Bucky Richardson,-0.58,0.03,0.02,0.51,-0.56
Buddy Hardeman,0.41,0.15,-0.39,0.52,0.4
Buddy Howell,-0.77,0.03,0.03,0.34,-0.78
Buford Jordan,4.06,0.18,-0.13,1.46,4.05
Buford McGee,10.9,3.37,-0.38,4.76,10.87
Burnie Legette,-0.83,0.02,0.0,0.36,-0.84
Buster Barnett,-0.48,0.03,-0.01,0.6,-0.48
Buster Rhymes,-0.5,0.03,-0.03,0.35,-0.5
Butch Johnson,3.53,1.6,0.15,3.1,3.53
Butch Rolle,-0.02,0.17,0.06,0.96,-0.02
Butch Woolfolk,8.41,2.27,0.71,3.29,8.41
Butler By'not'e,-0.83,0.02,0.0,0.36,-0.84
Byron Chamberlain,3.28,1.4,1.3,4.07,3.29
Byron Franklin,1.84,1.24,0.28,2.42,1.83
Byron Hanspard,0.34,0.05,0.13,0.5,0.34
Byron Leftwich,3.7,2.05,0.34,3.52,3.82
Byron Marshall,-0.53,0.05,0.03,0.48,-0.54
Byron Pringle,1.99,0.87,0.29,2.17,1.98
Byron Storer,-0.79,0.02,0.0,0.38,-0.8
Byron Walker,0.02,0.17,0.06,1.01,0.02
Byron Williams,0.1,0.25,0.17,1.07,0.09
C.J. Anderson,12.95,16.36,13.9,11.74,12.96
C.J. Beathard,0.32,0.19,0.12,1.29,0.39
C.J. Board,-0.46,0.14,0.27,0.61,-0.46
C.J. Fiedorowicz,1.8,0.61,-0.21,2.36,1.8
C.J. Ham,2.68,0.77,0.97,2.06,2.68
C.J. Prosise,0.96,0.25,0.13,1.05,0.96
C.J. Saunders,-0.81,0.02,0.0,0.38,-0.81
C.J. Spiller,10.45,6.39,8.71,8.3,10.47
C.J. Stroud,0.58,1.53,4.18,1.9,0.67
C.J. Uzomah,4.71,1.66,0.3,4.33,4.71
Cade Johnson,-0.78,0.02,0.0,0.39,-0.78
Cade McNown,0.33,0.18,-0.05,1.02,0.38
Cade Otton,3.31,1.14,-0.32,3.56,3.31
Cade Stover,-0.42,0.03,-0.04,0.52,-0.42
Cadillac Williams,13.33,8.11,5.55,12.86,13.34
Caleb Hanie,-1.02,0.03,0.01,0.37,-1.0
Caleb Huntley,-0.22,0.03,0.02,0.35,-0.23
Caleb Williams,-0.53,0.3,0.16,0.75,-0.49
Caleb Wilson,-0.83,0.02,0.0,0.36,-0.84
Calvin Austin III,1.41,0.41,0.42,1.51,1.4
Calvin Demery,-0.83,0.02,0.0,0.36,-0.84
Calvin Hill,23.95,22.91,13.78,26.74,23.93
Calvin Johnson,27.15,45.78,48.01,33.42,27.14
Calvin Jones,-0.75,0.03,0.05,0.34,-0.75
Calvin Magee,0.96,0.84,2.25,1.95,0.96
Calvin Muhammad,0.45,0.19,0.05,1.23,0.45
Calvin Murray,-0.77,0.03,0.08,0.32,-0.77
Calvin Nicholas,-0.82,0.02,0.0,0.37,-0.83
Calvin Ridley,12.95,16.05,21.35,12.53,12.95
Calvin Sweeney,0.95,0.85,1.29,1.93,0.94
Calvin Thomas,2.49,0.09,-0.23,0.83,2.48
Calvin Williams,8.9,7.49,6.28,7.76,8.89
Cam Akers,7.06,2.56,1.51,4.41,7.06
Cam Cleeland,3.56,1.46,2.6,3.43,3.55
Cam Grandy,-0.77,0.02,0.0,0.4,-0.77
Cam Newton,39.08,45.45,37.7,51.31,39.22
Cam Phillips,-0.82,0.02,0.0,0.37,-0.83
Cam Sims,0.78,0.4,0.3,1.59,0.77
Cameron Artis-Payne,1.72,0.13,-0.09,0.96,1.72
Cameron Batson,-0.2,0.05,-0.03,0.58,-0.2
Cameron Brate,8.72,7.14,6.43,8.25,8.71
Cameron Meredith,1.71,1.13,0.92,2.09,1.7
Cameron Morrah,-0.39,0.03,-0.0,0.68,-0.4
Cannonball Butler,3.12,1.32,1.47,0.25,3.11
Cap Boso,-0.09,0.31,0.31,1.01,-0.1
Cardale Jones,-0.99,0.02,-0.01,0.36,-0.99
Carey Bender,-0.83,0.02,0.0,0.36,-0.84
Carey Davis,-0.51,0.06,0.06,0.49,-0.52
Carl Aikens,-0.72,0.02,0.0,0.42,-0.73
Carl Bland,0.63,0.41,0.35,1.57,0.63
Carl Byrum,0.18,0.11,0.08,0.15,0.18
Carl Fair,-0.83,0.02,0.0,0.36,-0.84
Carl Ford,-0.83,0.02,0.0,0.36,-0.84
Carl Garrett,17.03,8.67,1.55,16.0,17.01
Carl Harry,-0.83,0.02,0.0,0.36,-0.84
Carl Hilton,-0.79,0.02,0.0,0.38,-0.8
Carl Monroe,0.03,0.08,-0.08,0.53,0.02
Carl Painter,-0.51,0.04,0.04,0.26,-0.52
Carl Parker,-0.82,0.02,0.0,0.37,-0.83
Carl Pickens,20.24,26.26,28.65,23.75,20.24
Carl Roaches,0.58,0.19,-0.27,0.42,0.57
Carl Summerell,-0.85,0.03,0.17,0.27,-0.85
Carl Woods,-0.38,0.03,0.02,0.44,-0.39
Carlester Crumpler,1.42,0.77,-0.1,2.2,1.42
Carlos Bell,-0.83,0.02,0.0,0.36,-0.84
Carlos Brown,-0.24,0.04,-0.05,0.28,-0.25
Carlos Carson,5.05,14.96,17.24,5.66,5.05
Carlos Etheredge,-0.82,0.02,0.0,0.37,-0.83
Carlos Francis,-0.83,0.02,0.0,0.36,-0.84
Carlos Hyde,20.93,14.16,10.41,22.22,20.93
Carlos King,-0.83,0.02,0.0,0.36,-0.84
Carlos Pennywell,-0.67,0.04,-0.0,0.45,-0.67
Carlos Washington,-0.83,0.02,0.0,0.36,-0.84
Carlton Mitchell,-0.76,0.06,0.28,0.39,-0.77
Carlyle Holiday,-0.59,0.03,-0.01,0.51,-0.59
Carroll Dale,0.91,1.11,1.98,1.88,0.91
Carson Meier,-0.83,0.02,0.0,0.36,-0.84
Carson Palmer,13.97,12.26,12.32,12.87,13.97
Carson Steele,-0.61,0.14,-0.0,0.39,-0.62
Carson Wentz,13.02,11.78,5.06,9.86,12.88
Carwell Gardner,5.19,0.45,0.51,1.93,5.18
Cary Conklin,-0.29,0.02,0.05,0.47,-0.31
Case Keenum,0.57,2.32,1.14,3.51,0.81
Casey Crawford,-0.57,0.07,-0.0,0.4,-0.58
Casey Fitzsimmons,1.74,0.85,-0.08,2.43,1.74
Casey Tiumalu,-0.83,0.02,0.0,0.36,-0.84
Casey Washington,-0.81,0.02,0.0,0.38,-0.81
Casey Weldon,-1.24,0.02,-0.03,0.44,-1.2
Cecil Collins,0.32,0.03,0.02,0.53,0.32
Cecil Martin,0.96,0.89,1.13,1.82,0.96
Cecil Sapp,0.72,0.05,0.04,0.86,0.71
Cecil Shorts,7.48,4.54,4.87,7.2,7.46
Cedric Benson,18.01,22.65,9.58,21.82,18.03
Cedric Cobbs,-0.81,0.03,0.12,0.34,-0.82
Cedric Houston,2.78,0.14,-0.04,1.28,2.77
