Player,LR Predicted Score,RF Predicted Score,XGB Predicted Score,NN Predicted Score,Bayesian Predicted Score
Phil Bates,-0.83,0.02,0.0,0.36,-0.84
Phil DuBois,-0.82,0.02,0.0,0.37,-0.83
Phil Epps,3.09,2.29,1.59,3.22,3.09
Phil Francis,0.38,0.05,-0.43,0.71,0.37
Phil Freeman,-0.19,0.05,-0.06,0.49,-0.2
Phil Frye,-0.79,0.02,0.01,0.38,-0.8
Phil McConkey,1.11,0.22,0.2,1.16,1.1
Phil McGeoghan,-0.83,0.02,0.0,0.36,-0.84
Phil Odle,-0.83,0.02,0.0,0.36,-0.84
Phil Simms,16.14,14.57,14.82,23.3,16.28
Phil Smith,-0.37,0.1,0.02,0.35,-0.38
Philip Rivers,21.04,19.43,15.78,18.1,20.82
Phillip Crosby,-0.7,0.02,0.0,0.44,-0.7
Phillip Dorsett,4.26,2.09,1.72,4.27,4.26
Phillip Lindsay,10.15,11.8,15.19,8.62,10.15
Phillip Riley,-0.83,0.02,0.0,0.36,-0.84
Phillip Supernaw,-0.47,0.03,-0.04,0.48,-0.48
Phillip Tanner,0.26,0.12,-0.14,0.63,0.26
Pierre Garcon,17.82,10.09,6.35,16.4,17.84
Pierre Strong,0.75,0.05,-0.06,0.88,0.75
Pierre Thomas,19.91,8.47,7.81,16.53,19.92
Plaxico Burress,21.62,24.75,19.13,25.04,21.61
Po James,4.06,1.35,0.82,1.38,4.06
Pooh Bear Williams,-0.83,0.02,0.01,0.36,-0.84
Pooka Williams,-0.83,0.02,0.0,0.36,-0.84
Preston Brown,-0.32,0.06,-0.03,0.29,-0.33
Preston Dennard,2.84,4.66,2.82,3.74,2.84
Preston Gothard,-0.27,0.03,-0.01,0.81,-0.27
Preston Parker,1.72,1.86,1.73,2.39,1.72
Preston Pearson,12.17,4.72,1.38,8.87,12.17
Preston Riley,-0.32,0.04,-0.04,0.49,-0.32
Preston Williams,1.49,1.45,2.39,1.86,1.48
Priest Holmes,47.39,53.43,65.5,53.26,47.38
Princeton Fant,-0.83,0.02,0.0,0.36,-0.84
Puka Nacua,4.34,6.07,15.97,4.24,4.34
Qadree Ollison,1.55,0.04,-0.27,1.0,1.55
Qadry Ismail,12.18,8.49,6.8,10.9,12.18
Quadree Henderson,-0.83,0.02,0.0,0.36,-0.84
Quan Bray,-0.72,0.04,0.01,0.42,-0.73
Quan Cosby,-0.73,0.02,0.0,0.42,-0.73
Quentin Griffin,0.76,0.05,-0.09,0.64,0.76
Quentin Johnston,2.48,1.58,1.62,2.58,2.47
Quentin McCord,-0.07,0.24,0.95,0.89,-0.07
Quentin Walker,-0.83,0.02,0.0,0.36,-0.84
Quez Watkins,1.87,0.99,0.58,2.44,1.87
Quincy Adeboyejo,-0.83,0.02,0.0,0.36,-0.84
Quincy Carter,-0.19,0.47,0.01,1.49,-0.08
Quincy Enunwa,2.79,4.44,3.77,3.63,2.79
Quincy Morgan,5.71,3.7,-0.19,5.27,5.71
Quincy Wilson,-0.83,0.02,0.0,0.36,-0.84
Quinn Early,13.51,9.74,6.02,12.29,13.51
Quinn Gray,1.73,0.03,-0.12,0.95,1.66
Quinn Johnson,-0.56,0.04,-0.0,0.53,-0.56
Quinn Porter,-0.82,0.02,0.0,0.37,-0.83
Quinn Sypniewski,0.02,0.17,0.06,1.01,0.02
Quinten Lawrence,-0.79,0.03,0.11,0.36,-0.8
Quintez Cephus,0.44,0.16,-0.03,1.08,0.44
Quintin Morris,-0.19,0.04,-0.04,0.49,-0.2
Quintin Smith,-0.81,0.02,0.0,0.38,-0.81
Quinton Ganther,0.88,0.04,0.02,0.85,0.87
Quinton Patton,1.13,2.67,8.67,2.22,1.13
R. Jay Soward,-0.24,0.08,0.15,0.67,-0.25
R.J. Bowers,-0.19,0.03,-0.05,0.4,-0.2
Rabih Abdullah,-0.08,0.04,0.01,0.58,-0.08
Racey McMath,-0.64,0.04,-0.0,0.47,-0.65
Rachaad White,8.2,3.86,6.39,4.17,8.2
Rae Carruth,1.17,1.1,3.79,1.88,1.17
Rafael Cooper,-0.77,0.03,0.12,0.36,-0.78
Raheem Blackshear,0.84,0.04,0.07,0.85,0.83
Raheem Mostert,18.61,11.89,9.44,17.08,18.6
Rakim Jarrett,-0.56,0.03,-0.01,0.53,-0.56
Raleigh Webb,-0.83,0.02,0.0,0.36,-0.84
Ralph Britt,-0.72,0.02,-0.03,0.32,-0.73
Ralph Clayton,-0.83,0.02,0.0,0.36,-0.84
Ralph Kurek,-0.78,0.04,0.02,0.37,-0.79
Ralph Nelson,0.53,0.09,-0.02,0.32,0.52
Ralph Stockemer,-0.82,0.02,0.0,0.37,-0.83
Ramel Keyton,-0.79,0.02,0.0,0.38,-0.8
Ramses Barden,-0.18,0.31,0.31,0.92,-0.18
Ran Carthon,0.07,0.03,-0.02,0.55,0.07
Randal Hill,7.18,5.2,3.17,7.54,7.19
Randal Williams,0.39,0.76,1.14,1.56,0.39
Randall Cobb,17.97,13.92,10.09,19.52,17.97
Randall Cunningham,35.37,37.41,42.6,41.67,35.11
Randall Morris,0.97,0.11,0.12,0.09,0.97
Randall Telfer,-0.68,0.08,0.01,0.45,-0.69
Randy Baldwin,-0.54,0.04,0.03,0.29,-0.54
Randy Burke,-0.42,0.03,-0.01,0.65,-0.43
Randy Burks,-0.82,0.02,0.0,0.37,-0.83
Randy Cuthbert,-0.82,0.04,0.01,0.37,-0.82
Randy Dean,-0.49,0.04,-0.19,0.41,-0.48
Randy Fasani,-1.07,0.03,0.02,0.32,-1.06
Randy Grossman,0.91,0.81,1.66,2.03,0.91
Randy Hedberg,-0.98,0.03,0.02,0.25,-0.97
Randy Hymes,0.88,0.32,0.19,1.59,0.88
Randy Jackson,-0.63,0.03,0.04,0.33,-0.63
Randy Johnson,2.12,0.3,-0.17,0.86,2.13
Randy Jordan,3.91,0.49,0.2,2.11,3.91
Randy Kinder,-0.83,0.02,0.0,0.36,-0.84
Randy Love,1.81,0.17,0.19,0.43,1.79
Randy McMichael,11.56,7.95,8.21,10.84,11.57
Randy McMillan,15.03,8.18,3.25,13.37,15.03
Randy Minniear,-0.36,0.03,0.05,0.44,-0.37
Randy Moss,41.31,49.58,69.94,61.77,41.25
Randy Palmer,-0.83,0.02,0.0,0.36,-0.84
Randy Reutershan,-0.83,0.02,0.0,0.36,-0.84
Randy Vataha,1.87,6.3,11.52,3.12,1.87
Randy Wright,0.77,0.68,-0.73,2.11,0.95
Rannell Hall,-0.83,0.02,0.0,0.36,-0.84
Rashaad Penny,6.3,2.12,2.45,4.1,6.3
Rashaan Salaam,6.02,2.29,2.64,3.46,6.02
Rashaan Shehee,0.29,0.05,-0.01,0.84,0.28
Rashad Greene,0.09,0.17,0.06,0.95,0.09
Rashad Jennings,14.48,9.29,4.38,13.52,14.49
Rashad Ross,-0.53,0.03,-0.04,0.43,-0.53
Rashard Davis,-0.82,0.02,0.0,0.37,-0.83
Rashard Higgins,3.62,1.76,0.37,3.63,3.62
Rashard Mendenhall,19.2,16.97,17.54,19.29,19.19
Rashaun Allen,-0.83,0.02,0.0,0.36,-0.84
Rashaun Woods,-0.41,0.03,-0.04,0.53,-0.41
Rashawn Jackson,-0.83,0.02,0.0,0.36,-0.84
Rashawn Scott,-0.83,0.02,0.0,0.36,-0.84
Rashee Rice,1.99,0.88,0.86,2.17,1.98
Rasheed Marshall,-0.76,0.02,0.09,0.41,-0.76
Rasheen Ali,-0.8,0.06,0.15,0.36,-0.8
Rashid Shaheed,2.86,1.7,3.3,2.41,2.85
Rashied Davis,2.23,4.27,4.08,2.98,2.23
Rashod Bateman,3.73,1.49,0.57,3.6,3.73
Rashod Berry,-0.83,0.02,0.0,0.36,-0.84
Rashod Kent,-0.82,0.02,0.0,0.37,-0.83
Ray Agnew,-0.71,0.02,0.0,0.43,-0.71
Ray Alexander,0.03,0.37,0.31,1.16,0.03
Ray Brown,-0.83,0.02,0.0,0.36,-0.84
Ray Butler,2.57,7.5,6.47,3.92,2.57
Ray Crittenden,1.01,0.68,0.37,1.73,1.0
Ray Crouse,-0.65,0.03,0.02,0.37,-0.65
Ray Davis,1.27,0.06,0.01,0.67,1.26
Ray Ethridge,-0.75,0.02,0.0,0.4,-0.76
Ray Graham,-0.79,0.04,0.01,0.38,-0.8
Ray Jackson,-0.83,0.02,0.0,0.36,-0.84
Ray Jarvis,1.05,0.88,2.26,1.77,1.05
Ray Lucas,1.45,0.15,0.12,1.27,1.47
Ray Nealy,-0.83,0.02,0.0,0.36,-0.84
Ray Ogden,-0.82,0.02,0.0,0.37,-0.83
Ray Perkins,-0.35,0.06,0.1,0.69,-0.35
Ray Poage,-0.57,0.06,0.83,0.52,-0.57
Ray Rice,25.6,45.1,71.89,28.48,25.62
Ray Roundtree,-0.83,0.02,0.0,0.36,-0.84
Ray Rowe,-0.83,0.02,0.0,0.36,-0.84
Ray Strong,1.59,0.13,0.15,0.41,1.58
Ray Wallace,1.62,0.05,-0.06,0.94,1.62
Ray Williams,-0.25,0.03,0.05,0.53,-0.25
Ray Zellars,5.73,2.12,9.26,2.93,5.73
Ray-Ray McCloud,2.98,3.09,2.43,3.47,2.98
Raymond Calais,-0.83,0.02,0.0,0.36,-0.84
Raymond Chester,5.08,13.21,16.4,5.84,5.09
Raymont Harris,9.48,8.41,7.89,7.42,9.49
ReShard Lee,0.98,0.04,0.03,0.98,0.97
Reagan Maui'a,-0.68,0.09,0.02,0.44,-0.69
Reche Caldwell,4.18,2.44,1.63,4.32,4.18
Reece Morrison,-0.68,0.03,0.02,0.34,-0.68
Reese McCall,0.8,0.34,0.36,1.63,0.8
Reggie Barlow,0.34,0.25,0.36,1.37,0.33
Reggie Barrett,-0.61,0.02,-0.03,0.38,-0.62
Reggie Begelton,-0.83,0.02,0.0,0.36,-0.84
Reggie Bonnafon,-0.02,0.04,0.08,0.47,-0.03
Reggie Branch,-0.39,0.06,0.28,0.44,-0.39
Reggie Brooks,3.78,2.33,2.92,2.13,3.79
Reggie Brown,7.63,3.85,2.22,6.34,7.63
Reggie Bush,28.39,21.33,12.92,28.77,28.41
Reggie Bynum,-0.81,0.02,0.0,0.38,-0.81
Reggie Cobb,15.22,9.96,14.65,13.38,15.22
Reggie Collier,-0.04,0.03,-0.07,0.32,-0.07
Reggie Craig,-0.58,0.03,-0.03,0.3,-0.59
Reggie Davis,-0.45,0.03,-0.04,0.5,-0.45
Reggie Dupard,3.26,1.45,1.04,1.26,3.25
Reggie Evans,0.94,0.04,0.26,0.8,0.94
Reggie Garrett,-0.66,0.03,-0.01,0.46,-0.66
Reggie Germany,-0.55,0.03,-0.01,0.54,-0.55
Reggie Gilliam,-0.36,0.06,0.24,0.44,-0.36
Reggie Harrison,3.17,0.17,0.16,1.25,3.16
Reggie Haynes,-0.8,0.03,0.84,0.37,-0.81
Reggie Johnson,1.14,0.79,0.5,1.73,1.13
Reggie Jones,-0.19,0.31,0.31,0.9,-0.19
Reggie Kelly,3.71,5.42,2.82,4.69,3.71
Reggie Langhorne,8.71,7.19,6.84,8.48,8.71
Reggie Lawrence,-0.83,0.02,0.0,0.36,-0.84
Reggie McGowan,-0.78,0.02,0.0,0.39,-0.78
Reggie McNeal,-0.83,0.04,0.01,0.36,-0.84
Reggie Newhouse,-0.67,0.03,-0.01,0.45,-0.67
Reggie Rembert,-0.02,0.34,0.31,1.09,-0.03
Reggie Rivers,3.59,0.63,0.18,2.18,3.59
Reggie Rucker,6.59,9.98,12.92,7.08,6.59
Reggie Sanderson,-0.76,0.04,0.01,0.39,-0.77
Reggie Sims,-0.83,0.02,0.0,0.36,-0.84
Reggie Smith,0.08,0.1,0.03,0.22,0.06
Reggie Swinton,0.41,0.39,0.36,1.28,0.41
Reggie Thornton,-0.82,0.02,0.0,0.37,-0.83
Reggie Wayne,32.05,36.35,34.36,37.78,32.06
Reggie White,-0.83,0.02,0.0,0.36,-0.84
Reggie Williams,5.78,3.11,0.83,5.22,5.78
Reidel Anthony,5.11,2.61,-1.28,4.61,5.11
Remi Watson,-0.82,0.02,0.0,0.37,-0.83
Renaldo Nehemiah,-0.13,0.98,1.54,0.83,-0.13
Reno Mahe,-0.14,0.54,0.21,0.78,-0.14
Reuben Droughns,12.02,9.98,5.64,10.85,12.03
Reuben Gant,1.26,1.3,1.51,2.14,1.26
Rex Burkhead,11.97,3.72,2.89,7.12,11.97
Rex Grossman,0.82,2.38,0.64,2.47,0.94
Rhamondre Stevenson,12.61,9.31,17.79,10.88,12.61
Rhett Dawson,-0.72,0.02,0.0,0.42,-0.73
Rhett Ellison,2.77,2.15,3.38,2.87,2.77
Ricardo Lockette,0.07,0.07,-0.04,0.66,0.07
Ricardo Louis,0.48,1.71,0.97,1.68,0.48
Rich Alexis,-0.83,0.02,0.01,0.36,-0.84
Rich Bartlewski,-0.83,0.02,0.0,0.36,-0.84
Rich Borresen,-0.83,0.02,0.0,0.36,-0.84
Rich Campbell,-0.47,0.02,-0.05,0.38,-0.48
Rich Caster,4.77,4.92,7.99,5.09,4.78
Rich Coady,0.16,0.1,0.03,0.28,0.15
Rich Diana,-0.68,0.06,0.14,0.32,-0.69
Rich Ellender,-0.37,0.06,-0.03,0.26,-0.37
Rich Erenberg,2.66,0.71,1.17,1.56,2.66
Rich Gannon,16.9,18.65,19.5,18.42,16.93
Rich Griffith,-0.27,0.03,-0.01,0.81,-0.27
Rich Houston,0.26,0.23,0.14,1.14,0.26
Rich Kotite,-0.7,0.02,0.0,0.44,-0.7
Rich Martini,-0.38,0.03,-0.01,0.69,-0.38
Rich Mauti,0.02,0.09,-0.09,0.47,0.02
Rich McGeorge,1.8,6.04,6.42,2.91,1.8
Rich Parson,-0.83,0.02,0.0,0.36,-0.84
Rich Siler,-0.83,0.02,0.0,0.36,-0.84
Rich Thomaselli,-0.82,0.02,0.0,0.37,-0.83
Richard Alston,-0.82,0.02,0.0,0.37,-0.83
Richard Angulo,-0.42,0.03,-0.04,0.52,-0.42
Richard Ashe,-0.83,0.02,0.0,0.36,-0.84
Richard Bartel,-0.92,0.06,0.24,0.37,-0.92
Richard Bell,-0.66,0.06,0.04,0.45,-0.67
Richard Buchanan,-0.72,0.02,0.0,0.42,-0.73
Richard Estell,-0.79,0.02,0.0,0.38,-0.8
Richard Goodman,-0.75,0.02,0.0,0.4,-0.76
Richard Gordon,-0.58,0.02,-0.03,0.4,-0.59
Richard Huntley,6.49,2.48,0.73,3.32,6.49
Richard Johnson,1.6,2.98,14.92,2.23,1.6
Richard Medlin,-0.83,0.02,0.0,0.36,-0.84
Richard Murphy,-0.79,0.03,0.03,0.33,-0.79
Richard Osborne,-0.41,0.03,-0.04,0.53,-0.41
Richard Owens,-0.43,0.03,-0.04,0.51,-0.44
Richard Quinn,-0.79,0.02,0.0,0.38,-0.8
Richard Rodgers,3.89,1.51,2.7,3.51,3.88
Richard Smith,-0.81,0.02,0.0,0.38,-0.81
Richard Todd,14.33,13.69,11.52,14.68,14.39
Richard Williams,-0.72,0.03,-0.02,0.32,-0.72
Richie Anderson,10.9,7.12,1.45,7.76,10.9
Richie Brockel,-0.32,0.03,0.84,0.48,-0.32
Richie James,1.93,0.98,0.97,2.37,1.93
Rick Arrington,-0.79,0.03,0.01,0.37,-0.76
Rick Badanjek,-0.16,0.03,-0.05,0.42,-0.17
Rick Bayless,-0.83,0.02,0.0,0.36,-0.84
Rick Bell,-0.83,0.02,0.0,0.36,-0.84
Rick Berns,-0.43,0.04,0.03,0.22,-0.43
Rick Calhoun,-0.81,0.03,-0.0,0.36,-0.81
Rick Eber,-0.81,0.02,0.0,0.38,-0.81
Rick Fenney,6.4,1.48,0.1,2.73,6.39
Rick Jennings,-0.7,0.04,-0.08,0.32,-0.7
Rick Kane,8.83,3.49,1.76,3.73,8.82
Rick Massie,-0.62,0.03,-0.01,0.49,-0.62
Rick McIvor,-0.83,0.02,0.01,0.36,-0.84
Rick Mirer,-1.1,4.42,1.96,3.65,-0.74
Rick Moser,0.06,0.04,-0.04,0.27,0.06
Rick Neuheisel,-0.56,0.03,0.06,0.39,-0.55
Rick Norton,-0.65,0.02,-0.18,0.39,-0.66
Rick Parros,5.41,1.24,1.11,1.56,5.4
Rick Strom,-0.86,0.04,-0.03,0.27,-0.86
Rick Trocano,-0.83,0.02,0.0,0.36,-0.84
Rick Upchurch,7.37,4.85,4.85,5.11,7.36
Rick Walker,0.37,0.42,0.04,1.23,0.37
Rickey Anderson,-0.82,0.03,0.21,0.37,-0.82
Rickey Brady,-0.83,0.02,0.0,0.36,-0.84
Rickey Claitt,0.08,0.04,0.0,0.26,0.07
Rickey Dudley,8.45,8.45,12.71,8.05,8.44
Rickey Isom,-0.36,0.03,0.11,0.44,-0.37
Rickey Parks,-0.79,0.02,0.0,0.38,-0.8
Rickey Watts,0.95,1.38,0.2,1.42,0.95
Rickey Young,19.23,8.08,7.62,15.43,19.23
Ricky Bell,10.48,6.87,9.52,7.79,10.48
Ricky Blake,-0.35,0.03,0.03,0.43,-0.35
Ricky Ervins,5.79,1.46,-0.29,3.58,5.8
Ricky Feacher,1.54,1.26,1.99,1.93,1.54
Ricky Moore,0.26,0.05,-0.04,0.61,0.25
Ricky Nattiel,1.88,1.78,2.09,1.97,1.87
Ricky Nichols,-0.83,0.02,0.0,0.36,-0.84
Ricky Ortiz,-0.77,0.02,0.0,0.4,-0.77
Ricky Patton,3.57,1.96,0.72,0.84,3.56
Ricky Pearsall,0.16,0.22,0.07,0.84,0.15
Ricky Porter,0.04,0.11,0.11,0.18,0.03
Ricky Powers,-0.8,0.03,0.11,0.35,-0.81
Ricky Proehl,19.86,15.8,16.64,19.92,19.87
Ricky Sanders,8.85,18.22,12.39,9.55,8.87
Ricky Seals-Jones,2.63,0.9,-0.21,2.77,2.62
Ricky Smith,-0.83,0.02,0.0,0.36,-0.84
Ricky Thompson,0.5,1.66,0.85,1.69,0.5
Ricky Turner,-0.08,0.03,0.06,0.53,-0.08
Ricky Watters,48.83,62.17,78.52,58.6,48.84
Ricky Whittle,-0.35,0.06,0.1,0.68,-0.35
Ricky Williams,26.94,34.82,15.65,32.13,26.97
Rico Dowdle,3.05,1.51,1.2,1.17,3.05
Rico Gathers,-0.74,0.02,0.0,0.41,-0.74
Rico Richardson,-0.77,0.02,0.0,0.4,-0.77
Rico Smith,0.13,0.24,0.2,1.13,0.13
Riley Cooper,5.62,2.95,2.01,5.07,5.61
Riley McCarron,-0.82,0.02,0.0,0.37,-0.83
Riley Odoms,6.49,13.27,17.88,6.27,6.49
Riley Reiff,-0.83,0.02,0.0,0.36,-0.84
Riley Ridley,-0.68,0.08,0.01,0.45,-0.69
Riley Walton,-0.83,0.02,0.0,0.36,-0.84
Rishard Matthews,6.7,3.57,4.86,5.9,6.69
River Cracraft,0.14,0.16,-0.03,0.87,0.13
Rob Carpenter,16.67,7.23,2.28,13.5,16.67
Rob Coons,-0.72,0.02,0.0,0.42,-0.73
Rob Gronkowski,23.27,37.86,46.97,32.16,23.24
Rob Harrison,-0.56,0.04,0.0,0.28,-0.57
Rob Hertel,-0.74,0.02,-0.03,0.32,-0.74
Rob Housler,1.68,4.92,10.05,2.92,1.69
Rob Johnson,0.69,2.02,-0.1,1.51,0.79
Rob Konrad,2.88,2.1,1.9,3.0,2.88
Rob Lytle,6.45,1.74,0.71,2.92,6.45
Rob Moore,20.29,19.12,18.32,19.21,20.31
Rob Myers,-0.83,0.02,0.0,0.36,-0.84
Rob Rubick,0.21,0.38,0.55,0.95,0.21
Rob Scribner,1.17,0.06,0.01,0.48,1.16
Robb Riddick,13.05,4.8,2.49,7.08,13.02
Robb Thomas,3.03,2.8,1.25,3.92,3.03
Robbie Chosen,11.99,6.41,4.39,10.43,11.99
Robbie Martin,1.97,0.45,-0.28,1.77,1.95
Robert Alexander,-0.34,0.09,0.24,0.24,-0.35
Robert Awalt,1.48,2.69,6.59,2.42,1.48
Robert Baker,-0.78,0.02,0.0,0.39,-0.78
Robert Blakley,-0.83,0.02,0.0,0.36,-0.84
Robert Brooks,10.23,9.34,17.82,9.19,10.22
Robert Brown,-0.45,0.05,-0.0,0.62,-0.45
Robert Burns,-0.4,0.12,-0.15,0.3,-0.4
Robert Chancey,1.3,0.04,-0.08,0.94,1.29
Robert Claiborne,-0.64,0.03,-0.01,0.47,-0.65
Robert Clark,1.79,3.05,3.37,2.76,1.79
Robert Davis,-0.77,0.02,0.0,0.4,-0.77
Robert Delpino,11.51,6.68,9.61,7.0,11.5
Robert DiRico,-0.55,0.04,-0.05,0.26,-0.55
Robert Douglas,-0.83,0.02,0.0,0.36,-0.84
Robert Drummond,0.98,0.04,0.03,0.85,0.98
Robert Edwards,5.56,7.0,24.71,2.25,5.55
Robert Farmer,-0.83,0.02,0.0,0.36,-0.84
Robert Ferguson,4.72,2.81,0.81,4.76,4.72
Robert Foster,0.45,0.34,0.33,1.19,0.45
Robert Green,2.69,0.66,-0.37,1.8,2.69
Robert Griffin III,1.91,4.59,8.56,4.63,2.13
Robert Hardy,-0.72,0.02,-0.03,0.32,-0.73
Robert Herron,-0.56,0.03,-0.04,0.41,-0.56
Robert Holcombe,6.31,2.09,1.89,2.77,6.31
Robert Holmes,5.57,0.7,0.46,1.78,5.56
Robert Holt,-0.55,0.03,-0.02,0.32,-0.56
Robert Hughes,-0.65,0.06,0.04,0.46,-0.65
Robert Johnson,-0.81,0.02,0.0,0.38,-0.81
Robert Kelley,3.96,0.97,0.57,1.56,3.96
Robert Lavette,-0.38,0.05,0.06,0.29,-0.39
Robert Meachem,6.74,4.8,4.99,5.45,6.73
Robert Miller,4.85,0.71,0.24,1.89,4.85
Robert Newhouse,19.24,15.9,6.0,20.4,19.22
Robert Parker,-0.12,0.03,-0.15,0.41,-0.13
Robert Reed,-0.82,0.02,0.0,0.37,-0.83
Robert Royal,3.96,1.59,0.55,3.75,3.95
Robert Smith,19.81,30.01,26.58,24.81,19.83
Robert Stallings,-0.83,0.02,0.0,0.36,-0.84
Robert Staten,-0.83,0.02,0.0,0.36,-0.84
Robert Steele,-0.82,0.02,0.0,0.37,-0.83
Robert Thomas,0.62,0.31,0.16,1.24,0.62
Robert Tonyan,3.75,2.97,4.77,3.21,3.74
Robert Turbin,5.57,1.22,0.18,2.57,5.57
Robert Turner,-0.83,0.02,0.0,0.36,-0.84
Robert Tyler,-0.64,0.03,-0.01,0.47,-0.65
Robert Walker,-0.83,0.02,0.0,0.36,-0.84
Robert Weathers,2.19,0.1,-0.23,0.79,2.18
Robert West,-0.54,0.04,-0.03,0.42,-0.55
Robert Wilson,0.8,0.53,0.95,1.28,0.8
Robert Woods,21.13,13.94,9.14,17.89,21.14
Roberto Wallace,-0.7,0.02,0.0,0.44,-0.7
Robin Earl,0.86,0.2,0.11,0.73,0.85
Roc Thomas,-0.77,0.06,0.15,0.38,-0.77
Rock Cartwright,3.63,0.61,0.45,1.9,3.63
Rocket Ismail,12.24,7.31,6.23,9.69,12.24
Rocky Belk,-0.77,0.02,0.07,0.4,-0.77
Rocky Bleier,16.31,9.6,4.68,15.56,16.29
Rocky Klever,-0.2,0.32,0.31,0.89,-0.21
Rocky Thompson,0.82,0.12,0.03,0.28,0.81
Rod Barksdale,-0.31,0.03,-0.04,0.63,-0.31
Rod Bernstine,13.1,12.06,20.52,11.09,13.09
Rod Gardner,9.14,6.59,4.38,7.84,9.12
Rod Harris,0.67,0.18,-0.27,0.48,0.66
Rod Jones,-0.61,0.02,-0.03,0.38,-0.62
Rod McNeill,2.21,0.23,0.18,0.54,2.2
Rod Phillips,1.14,0.05,-0.08,0.61,1.14
Rod Rutledge,-0.13,0.98,1.54,0.83,-0.13
Rod Sherman,0.57,0.22,-0.05,1.22,0.57
Rod Smart,-0.75,0.03,0.12,0.36,-0.76
Rod Smith,29.69,28.31,23.58,31.05,29.7
Rod Streater,3.26,1.44,0.95,3.49,3.26
Rod Trafford,-0.78,0.02,0.0,0.39,-0.78
Roddy White,25.27,28.4,33.03,27.6,25.28
Roderick Lewis,-0.29,0.03,-0.01,0.79,-0.29
Rodney Adams,-0.82,0.02,0.0,0.37,-0.83
Rodney Carter,2.1,0.74,0.27,1.84,2.11
Rodney Culver,6.31,0.44,0.06,2.48,6.3
Rodney Hampton,27.18,33.63,35.92,31.55,27.19
Rodney Holman,5.83,5.4,5.55,6.3,5.84
Rodney Parker,-0.6,0.03,-0.01,0.5,-0.61
Rodney Peete,4.82,3.37,-0.32,7.92,5.18
Rodney Smith,-0.1,0.04,-0.17,0.57,-0.1
Rodney Tate,0.13,0.11,-0.05,0.36,0.12
Rodney Thomas,7.33,2.56,1.45,4.43,7.34
Rodney Tweet,-0.83,0.02,0.0,0.36,-0.84
Rodney Williams,-0.79,0.02,0.0,0.38,-0.8
Rodrick Monroe,-0.81,0.02,0.0,0.38,-0.81
Roell Preston,-0.02,0.6,1.54,0.83,-0.02
Roger Carr,2.89,9.44,15.5,4.45,2.89
Roger Carter,-0.83,0.02,0.0,0.36,-0.84
Roger Craig,39.77,45.1,48.76,47.5,39.77
Roger Farmer,-0.83,0.02,0.0,0.36,-0.84
Roger Graham,-0.83,0.02,0.0,0.36,-0.84
Roger Lawson,0.25,0.05,-0.01,0.43,0.25
Roger Lewis,0.87,0.32,0.19,1.57,0.87
Roger Staubach,22.81,31.63,61.01,22.45,22.63
Roger Vick,6.37,1.67,3.32,2.07,6.36
Roger Wallace,-0.83,0.02,0.0,0.36,-0.84
Rohan Davey,-0.98,0.02,0.06,0.36,-0.98
Roland Harper,9.77,8.58,7.14,7.68,9.77
Roland Hooks,8.96,1.88,1.12,3.78,8.94
Roland Moss,-0.68,0.08,0.01,0.45,-0.69
Roland Williams,3.09,0.82,0.16,2.89,3.08
Roman Gabriel,11.91,10.81,20.12,10.01,11.83
Roman Wilson,-0.83,0.02,0.0,0.36,-0.84
Romby Bryant,-0.83,0.02,0.0,0.36,-0.84
Rome Odunze,0.9,0.74,0.71,1.73,0.9
Romeo Doubs,4.11,1.51,0.5,3.76,4.1
Ron Battle,-0.81,0.02,0.0,0.38,-0.81
Ron Brown,1.14,0.28,1.67,1.19,1.13
Ron Cassidy,-0.42,0.04,-0.04,0.41,-0.42
Ron Daugherty,-0.81,0.02,0.0,0.38,-0.81
Ron Davenport,7.44,2.48,0.84,3.03,7.43
Ron Dayne,14.08,7.14,10.33,14.13,14.08
Ron Dickerson,-0.83,0.02,0.0,0.36,-0.84
Ron Dixon,0.74,0.44,1.75,1.4,0.73
Ron Dugans,1.65,3.05,0.1,2.61,1.65
Ron Egloff,0.42,0.4,0.36,1.33,0.42
Ron Fazio,-0.83,0.02,0.0,0.36,-0.84
Ron Groce,-0.71,0.04,0.02,0.31,-0.72
Ron Hall,3.86,5.18,6.56,4.73,3.86
Ron Heller,0.77,0.62,0.64,1.73,0.77
Ron Holliday,-0.5,0.05,-0.05,0.4,-0.51
Ron Howard,0.27,0.26,-0.07,1.29,0.27
Ron Jaworski,21.46,13.16,15.42,23.02,21.41
Ron Jessie,4.87,5.47,7.57,4.29,4.87
Ron Johnson,22.07,15.34,14.67,20.84,22.06
Ron LaPointe,-0.83,0.02,0.0,0.36,-0.84
Ron Lamb,-0.69,0.04,0.0,0.31,-0.69
Ron Lee,2.64,0.3,0.82,0.82,2.64
Ron Leshinski,-0.83,0.02,0.0,0.36,-0.84
Ron Lewis,-0.18,0.31,0.31,0.92,-0.18
Ron Mayo,-0.83,0.02,0.0,0.36,-0.84
Ron McBride,-0.83,0.02,0.0,0.36,-0.84
Ron Middleton,0.23,0.18,0.2,1.11,0.23
Ron Morris,1.04,1.43,0.92,2.12,1.04
Ron Rivers,1.32,0.06,-0.08,0.84,1.32
Ron Sellers,0.56,0.47,0.62,1.49,0.56
Ron Shanklin,1.82,8.47,18.76,2.79,1.82
Ron Smith,0.37,0.23,-0.05,1.13,0.37
