Player,Season,Passing Yds,Passing Tds,Rushing Yds,Rushing Tds,Receiving Yds,Receiving Tds,VBD
Michael Burton,2017,0,0,9,0,4,0,0
Matt Cassel,2017,162,1,0,0,0,0,0
Jehu Chesson,2017,0,0,0,0,4,0,0
Josh Ferguson,2017,0,0,5,0,4,0,0
David Fluellen,2017,0,0,21,0,1,0,0
MarQueis Gray,2017,0,0,14,0,3,0,0
Ryan Hewitt,2017,0,0,0,0,2,0,0
Cole Hikutini,2017,0,0,0,0,3,0,0
Chris Manhertz,2017,0,0,0,0,4,0,0
Allen Robinson,2017,0,0,0,0,1,0,0
Danny Vitale,2017,0,0,0,0,5,0,0
Griff Whalen,2017,0,0,0,0,6,0,0
DeAndrew White,2017,0,0,0,0,7,0,0
Arrelious Benn,2017,0,0,0,0,2,0,0
LeShun Daniels,2017,0,0,14,0,0,0,0
Harry Douglas,2017,0,0,0,0,3,0,0
Shelton Gibson,2017,0,0,0,0,3,0,0
Cobi Hamilton,2017,0,0,0,0,6,0,0
Taylor Heinicke,2017,10,0,2,0,0,0,0
Jeff Janis,2017,0,0,0,0,5,0,0
Matt Jones,2017,0,0,14,0,0,0,0
Taiwan Jones,2017,0,0,0,0,2,0,0
Raheem Mostert,2017,0,0,30,0,0,0,0
Larry Pinkard,2017,0,0,0,0,1,0,0
Darius Powe,2017,0,0,0,0,4,0,0
Cooper Rush,2017,2,0,13,0,0,0,0
Scott Tolzien,2017,128,0,2,0,0,0,0
Terrell Watson,2017,0,0,8,0,0,0,0
Eric Weems,2017,0,0,0,0,2,0,0
Kevin White,2017,0,0,0,0,4,0,0
Quincy Adeboyejo,2017,0,0,0,0,0,0,0
Derek Anderson,2017,17,0,-2,0,0,0,0
Alex Armah,2017,0,0,0,0,0,0,0
Joe Banyard,2017,0,0,0,0,0,0,0
Evan Baylis,2017,0,0,0,0,0,0,0
Jace Billingsley,2017,0,0,0,0,0,0,0
Victor Bolden,2017,0,0,0,0,0,0,0
Ben Braunecker,2017,0,0,0,0,0,0,0
K.J. Brent,2017,0,0,0,0,1,0,0
Pharaoh Brown,2017,0,0,0,0,0,0,0
Marquis Bundy,2017,0,0,0,0,3,0,0
Joe Callahan,2017,11,0,0,0,0,0,0
Austin Carr,2017,0,0,0,0,0,0,0
Cethan Carter,2017,0,0,0,0,0,0,0
Kyle Carter,2017,0,0,0,0,0,0,0
Stacy Coley,2017,0,0,0,0,0,0,0
Cody Core,2017,0,0,0,0,4,0,0
Sean Culkin,2017,0,0,0,0,0,0,0
Jeff Cumberland,2017,0,0,0,0,3,0,0
Chase Daniel,2017,0,0,-2,0,0,0,0
Austin Davis,2017,0,0,-1,0,0,0,0
Geremy Davis,2017,0,0,0,0,0,0,0
Justin Davis,2017,0,0,1,0,0,0,0
Robert Davis,2017,0,0,0,0,0,0,0
Jim Dray,2017,0,0,0,0,0,0,0
Ed Eagan,2017,0,0,0,0,1,0,0
Gavin Escobar,2017,0,0,0,0,0,0,0
Mose Frazier,2017,0,0,0,0,0,0,0
Garrett Griffin,2017,0,0,0,0,1,0,0
Justin Hardee,2017,0,0,0,0,0,0,0
Dwayne Harris,2017,0,0,0,0,0,0,0
Matt Hazel,2017,0,0,0,0,1,0,0
Bronson Hill,2017,0,0,-2,0,0,0,0
Taysom Hill,2017,0,0,0,0,0,0,0
Krishawn Hogan,2017,0,0,0,0,0,0,0
Gabe Holmes,2017,0,0,0,0,1,0,0
Elijah Hood,2017,0,0,0,0,0,0,0
Blake Jarwin,2017,0,0,0,0,0,0,0
Andy Jones,2017,0,0,0,0,0,0,0
Marcus Kemp,2017,0,0,0,0,0,0,0
Joe Kerridge,2017,0,0,0,0,1,0,0
Henry Krieger-Coble,2017,0,0,0,0,0,0,0
John Kuhn,2017,0,0,2,0,0,0,0
Matt LaCosse,2017,0,0,0,0,1,0,0
Daniel Lasco,2017,0,0,0,0,0,0,0
Khari Lee,2017,0,0,0,0,0,0,0
Matt Lengel,2017,0,0,0,0,0,0,0
Lance Lenoir,2017,0,0,0,0,0,0,0
Terrence Magee,2017,0,0,0,0,0,0,0
Ryan Malleck,2017,0,0,0,0,1,0,0
Bradley Marquez,2017,0,0,0,0,0,0,0
Max McCaffrey,2017,0,0,0,0,1,0,0
Colt McCoy,2017,0,0,0,0,0,0,0
Darren McFadden,2017,0,0,-2,0,0,0,0
Jeremy McNichols,2017,0,0,0,0,0,0,0
Taquan Mizzell,2017,0,0,0,0,0,0,0
David Moore,2017,0,0,0,0,0,0,0
Johnny Mundt,2017,0,0,0,0,0,0,0
Dare Ogunbowale,2017,0,0,0,0,0,0,0
Ryan O'Malley,2017,0,0,0,0,0,0,0
Logan Paulsen,2017,0,0,0,0,2,0,0
Charone Peake,2017,0,0,0,0,1,0,0
John Phillips,2017,0,0,0,0,0,0,0
MyCole Pruitt,2017,0,0,0,0,0,0,0
Eric Saubert,2017,0,0,0,0,0,0,0
Rashawn Scott,2017,0,0,0,0,0,0,0
Matthew Slater,2017,0,0,0,0,0,0,0
Shane Smith,2017,0,0,0,0,0,0,0
C.J. Spiller,2017,0,0,0,0,2,0,0
Tyrone Swoopes,2017,0,0,0,0,0,0,0
Jordan Todman,2017,0,0,0,0,0,0,0
Hakeem Valles,2017,0,0,0,0,0,0,0
Jason Vander Laan,2017,0,0,0,0,0,0,0
Isaac Whitney,2017,0,0,0,0,1,0,0
Jarveon Williams,2017,0,0,0,0,0,0,0
Marquez Williams,2017,0,0,0,0,1,0,0
Brandon Wilson,2017,0,0,0,0,0,0,0
Kellen Clemens,2017,36,0,-5,0,0,0,0
Chad Henne,2017,0,0,-5,0,0,0,0
Isaiah McKenzie,2017,0,0,4,0,13,0,0
Kalif Raymond,2017,0,0,-1,0,1,0,0
Andre Roberts,2017,0,0,0,0,4,0,0
John Ross,2017,0,0,12,0,2,0,0
Jake Rudock,2017,24,0,0,0,0,0,0
Tyler Bray,2017,0,0,0,0,0,0,0
Teddy Bridgewater,2017,0,0,-3,0,0,0,0
Devante Mays,2017,0,0,1,0,3,0,0
Todd Gurley,2018,0,0,1251,17,81,4,181
Saquon Barkley,2018,0,0,1307,11,121,4,163
Christian McCaffrey,2018,50,1,1098,7,124,6,146
Alvin Kamara,2018,0,0,883,14,105,4,141
Patrick Mahomes,2018,5097,50,272,2,0,0,134
Tyreek Hill,2018,0,0,151,1,137,12,131
Ezekiel Elliott,2018,0,0,1434,6,95,3,120
Travis Kelce,2018,0,0,0,0,150,10,109
Antonio Brown,2018,0,0,0,0,168,15,103
Davante Adams,2018,0,0,0,0,169,13,102
DeAndre Hopkins,2018,0,0,-7,0,163,11,102
Julio Jones,2018,0,0,12,0,170,8,97
Melvin Gordon,2018,0,0,885,10,66,4,93
James Conner,2018,0,0,973,12,71,1,93
Mike Evans,2018,0,0,0,0,138,8,88
George Kittle,2018,0,0,10,0,136,5,88
Zach Ertz,2018,0,0,0,0,156,8,81
Adam Thielen,2018,0,0,30,0,153,9,78
Michael Thomas,2018,0,0,0,0,147,9,74
Eric Ebron,2018,0,0,-8,1,110,13,73
Kareem Hunt,2018,0,0,824,7,35,7,72
Matt Ryan,2018,4924,35,125,3,1,1,71
JuJu Smith-Schuster,2018,0,0,13,0,166,7,70
Joe Mixon,2018,0,0,1168,8,55,1,68
David Johnson,2018,0,0,940,7,76,3,65
Robert Woods,2018,0,0,157,1,130,6,63
Ben Roethlisberger,2018,5129,34,98,3,1,0,58
James White,2018,0,0,425,5,123,7,58
Phillip Lindsay,2018,0,0,1037,9,47,1,56
Derrick Henry,2018,14,0,1059,12,18,0,54
Deshaun Watson,2018,4165,26,551,5,0,0,49
Chris Carson,2018,0,0,1151,9,24,0,49
Tyler Lockett,2018,0,0,69,0,70,10,49
Stefon Diggs,2018,0,0,62,0,149,9,48
Keenan Allen,2018,0,0,75,0,136,6,47
T.Y. Hilton,2018,0,0,0,0,120,6,47
Brandin Cooks,2018,0,0,68,1,117,5,47
Andrew Luck,2018,4593,39,148,0,2,0,44
Jared Cook,2018,0,0,0,0,101,6,43
Nick Chubb,2018,0,0,996,8,29,2,42
Adrian Peterson,2018,0,0,1042,7,26,1,37
Odell Beckham Jr.,2018,106,2,19,0,124,6,37
Tarik Cohen,2018,1,1,444,3,91,5,31
Aaron Rodgers,2018,4442,25,269,2,0,0,30
Tevin Coleman,2018,0,0,800,4,44,5,30
Marlon Mack,2018,0,0,908,9,26,1,29
Tyler Boyd,2018,0,0,3,0,108,7,29
Jared Goff,2018,4688,32,108,2,0,0,28
Jordan Howard,2018,0,0,935,9,26,0,28
Calvin Ridley,2018,0,0,27,0,92,10,26
Amari Cooper,2018,0,0,20,0,107,7,24
Drew Brees,2018,3992,32,22,4,1,0,21
Kenyan Drake,2018,0,0,535,4,73,5,21
Mike Williams,2018,0,0,28,1,66,10,21
Kenny Golladay,2018,0,0,8,0,119,5,21
Jarvis Landry,2018,63,0,60,1,149,4,20
Julian Edelman,2018,43,0,107,0,108,6,17
Russell Wilson,2018,3448,35,376,0,1,0,16
Lamar Miller,2018,0,0,973,5,35,1,16
Aaron Jones,2018,0,0,728,8,35,1,13
Emmanuel Sanders,2018,28,1,53,1,98,4,11
Chris Godwin,2018,0,0,0,0,95,7,10
Trey Burton,2018,0,0,2,0,76,6,10
Austin Hooper,2018,0,0,0,0,88,4,9
David Njoku,2018,0,0,0,0,88,4,5
Alshon Jeffery,2018,0,0,0,0,92,6,4
Kyle Rudolph,2018,0,0,0,0,82,4,4
O.J. Howard,2018,0,0,0,0,48,5,4
Dak Prescott,2018,3885,22,305,6,1,0,3
Matt Breida,2018,0,0,814,3,31,2,3
Philip Rivers,2018,4308,32,7,0,0,0,2
Corey Davis,2018,0,0,55,0,112,4,2
Rob Gronkowski,2018,0,0,0,0,72,3,1
Cam Newton,2018,3395,24,488,4,0,0,0
Kirk Cousins,2018,4298,30,123,1,1,0,0
Tom Brady,2018,4355,29,35,2,1,0,0
Mitchell Trubisky,2018,3223,24,421,3,0,0,0
Eli Manning,2018,4299,21,20,1,0,0,0
Baker Mayfield,2018,3725,27,131,0,1,0,0
Derek Carr,2018,4049,19,47,1,1,0,0
Case Keenum,2018,3890,18,93,2,0,0,0
Matthew Stafford,2018,3777,21,71,0,0,0,0
Josh Allen,2018,2074,10,631,8,1,0,0
Jameis Winston,2018,2992,19,281,1,0,0,0
Carson Wentz,2018,3074,21,93,0,1,0,0
Andy Dalton,2018,2566,21,99,0,0,0,0
Marcus Mariota,2018,2528,11,357,2,1,0,0
Blake Bortles,2018,2718,13,365,1,0,0,0
Sam Darnold,2018,2865,17,138,1,0,0,0
Ryan Fitzpatrick,2018,2366,17,152,2,0,0,0
Lamar Jackson,2018,1201,6,695,5,2,0,0
Ryan Tannehill,2018,1979,17,145,0,1,1,0
Alex Smith,2018,2180,10,168,1,0,0,0
Joe Flacco,2018,2465,12,45,0,0,0,0
Sony Michel,2018,0,0,931,6,11,0,0
Peyton Barber,2018,0,0,871,5,29,1,0
Austin Ekeler,2018,0,0,554,3,53,3,0
Nick Mullens,2018,2277,13,-16,0,0,0,0
Mark Ingram,2018,0,0,645,6,27,1,0
Isaiah Crowell,2018,0,0,685,6,28,0,0
T.J. Yeldon,2018,0,0,414,1,78,4,0
Larry Fitzgerald,2018,32,1,0,0,112,6,0
Sterling Shepard,2018,0,0,33,0,107,4,0
Mohamed Sanu,2018,5,1,44,0,94,4,0
Dede Westbrook,2018,0,0,98,0,101,5,0
Adam Humphries,2018,0,0,11,0,105,5,0
Josh Rosen,2018,2278,11,138,0,0,0,0
Dalvin Cook,2018,0,0,615,2,49,2,0
DeSean Jackson,2018,0,0,29,1,74,4,0
Latavius Murray,2018,0,0,578,6,26,0,0
Zay Jones,2018,0,0,0,0,102,7,0
Golden Tate,2018,0,0,34,0,113,4,0
Kerryon Johnson,2018,0,0,641,3,39,1,0
Robbie Chosen,2018,0,0,-8,0,94,6,0
Mike Davis,2018,0,0,514,4,42,1,0
A.J. Green,2018,0,0,0,0,77,6,0
John Brown,2018,0,0,4,0,97,5,0
Dion Lewis,2018,0,0,517,1,67,1,0
Doug Martin,2018,0,0,723,4,24,0,0
D.J. Moore,2018,0,0,172,0,82,2,0
Nelson Agholor,2018,15,0,32,0,97,4,0
Leonard Fournette,2018,0,0,439,5,26,1,0
Josh Gordon,2018,0,0,0,0,71,4,0
Nyheim Hines,2018,0,0,314,2,81,2,0
Allen Robinson,2018,0,0,9,0,94,4,0
Curtis Samuel,2018,0,0,84,2,65,5,0
Demaryius Thomas,2018,0,0,0,0,89,5,0
Kenny Stills,2018,3,1,0,0,64,6,0
Tyrell Williams,2018,0,0,15,0,65,5,0
Cooper Kupp,2018,0,0,25,0,55,6,0
Alex Collins,2018,0,0,411,7,21,1,0
Jordy Nelson,2018,0,0,-2,0,88,3,0
Courtland Sutton,2018,0,0,-1,0,84,4,0
LeSean McCoy,2018,0,0,514,3,46,0,0
Doug Baldwin,2018,0,0,0,0,73,5,0
Frank Gore,2018,0,0,722,0,16,1,0
Antonio Callaway,2018,0,0,7,0,79,5,0
Jalen Richard,2018,0,0,259,1,81,0,0
Wendell Smallwood,2018,0,0,364,3,35,2,0
Gus Edwards,2018,0,0,718,2,2,0,0
Carlos Hyde,2018,0,0,571,5,16,0,0
Royce Freeman,2018,0,0,521,5,20,0,0
Anthony Miller,2018,8,0,26,0,54,7,0
Jamaal Williams,2018,0,0,464,3,41,0,0
Cole Beasley,2018,0,0,0,0,87,3,0
Jeff Driskel,2018,1003,6,130,2,0,0,0
Taylor Gabriel,2018,0,0,61,0,93,2,0
Duke Johnson,2018,0,0,201,0,62,3,0
Vance McDonald,2018,0,0,0,0,72,4,0
Donte Moncrief,2018,0,0,0,0,89,3,0
Evan Engram,2018,0,0,36,0,64,3,0
Marvin Jones,2018,0,0,0,0,62,5,0
Christian Kirk,2018,0,0,35,0,68,3,0
Michael Crabtree,2018,0,0,0,0,100,3,0
Devin Funchess,2018,0,0,0,0,79,4,0
Rashard Higgins,2018,0,0,0,0,53,4,0
LeGarrette Blount,2018,0,0,418,5,15,0,0
Alfred Blue,2018,0,0,499,2,27,0,0
Dante Pettis,2018,0,0,-2,0,45,5,0
Jimmy Graham,2018,0,0,0,0,89,2,0
Cordarrelle Patterson,2018,0,0,228,1,28,3,0
Damien Williams,2018,0,0,256,4,24,2,0
Josh Adams,2018,0,0,511,3,13,0,0
C.J. Beathard,2018,1252,8,69,1,0,0,0
Nick Foles,2018,1413,7,17,0,1,0,0
David Moore,2018,0,0,5,0,53,5,0
Sammy Watkins,2018,0,0,52,0,55,3,0
Will Fuller,2018,0,0,0,0,45,4,0
Chris Herndon,2018,0,0,0,0,56,4,0
Mark Andrews,2018,0,0,0,0,50,3,0
Kendrick Bourne,2018,0,0,0,0,66,4,0
Tre'Quan Smith,2018,0,0,0,0,44,5,0
Marquez Valdes-Scantling,2018,0,0,29,0,73,2,0
Robert Foster,2018,0,0,0,0,44,3,0
Willie Snead,2018,0,0,13,0,95,1,0
Chris Hogan,2018,0,0,0,0,55,3,0
Josh Reynolds,2018,0,0,8,0,53,5,0
Ito Smith,2018,0,0,315,4,32,0,0
Albert Wilson,2018,52,1,16,0,35,4,0
Danny Amendola,2018,28,1,-2,0,79,1,0
Brock Osweiler,2018,1247,6,21,0,0,0,0
Elijah McGuire,2018,0,0,276,3,31,1,0
Jordan Reed,2018,0,0,0,0,84,2,0
Josh Doctson,2018,0,0,0,0,78,2,0
Michael Gallup,2018,0,0,0,0,68,2,0
Chris Ivory,2018,0,0,385,1,21,0,0
Marquise Goodwin,2018,0,0,9,0,43,4,0
Marshawn Lynch,2018,0,0,376,3,20,0,0
Chester Rogers,2018,0,0,-4,0,72,2,0
John Ross,2018,0,0,9,0,58,7,0
Jaylen Samuels,2018,0,0,256,0,29,3,0
Cameron Brate,2018,0,0,0,0,49,6,0
C.J. Anderson,2018,0,0,403,2,9,1,0
Seth Roberts,2018,0,0,5,0,64,2,0
C.J. Uzomah,2018,0,0,0,0,64,3,0
Giovani Bernard,2018,0,0,211,3,48,0,0
Rashaad Penny,2018,0,0,419,2,12,0,0
Alfred Morris,2018,0,0,428,2,13,0,0
Javorius Allen,2018,0,0,110,3,43,2,0
Corey Clement,2018,0,0,259,2,25,0,0
Chris Conley,2018,0,0,0,0,52,5,0
Spencer Ware,2018,0,0,246,2,23,0,0
Dallas Goedert,2018,0,0,0,0,44,4,0
Theo Riddick,2018,0,0,171,0,74,0,0
Jarius Wright,2018,0,0,39,0,59,1,0
Jamison Crowder,2018,0,0,30,0,49,2,0
Gerald Everett,2018,0,0,16,0,50,3,0
Jesse James,2018,0,0,0,0,39,2,0
Greg Olsen,2018,0,0,0,0,38,4,0
Aldrick Robinson,2018,0,0,0,0,35,5,0
Demarcus Robinson,2018,0,0,0,0,33,4,0
Ben Watson,2018,0,0,0,0,46,2,0
Keelan Cole,2018,0,0,0,0,70,1,0
Vernon Davis,2018,0,0,0,0,36,2,0
Jakeem Grant,2018,0,0,5,0,34,2,0
Taywan Taylor,2018,0,0,0,0,56,1,0
Chris Thompson,2018,0,0,178,0,55,1,0
Devontae Booker,2018,0,0,183,1,51,0,0
Phillip Dorsett,2018,0,0,29,0,42,3,0
Josh Johnson,2018,590,3,120,1,0,0,0
Zach Zenner,2018,0,0,265,3,10,0,0
Quincy Enunwa,2018,0,0,0,0,68,1,0
Blake Jarwin,2018,0,0,0,0,36,3,0
Bilal Powell,2018,0,0,343,0,18,1,0
Randall Cobb,2018,0,0,0,0,61,2,0
Kenneth Dixon,2018,0,0,333,2,7,0,0
Jimmy Garoppolo,2018,718,5,33,0,0,0,0
Dontrelle Inman,2018,0,0,0,0,39,3,0
Jaron Brown,2018,0,0,0,0,19,5,0
Antonio Gates,2018,0,0,0,0,45,2,0
Kapri Bibbs,2018,0,0,103,3,23,1,0
Justin Jackson,2018,0,0,206,2,19,0,0
Ty Montgomery,2018,0,0,188,1,40,0,0
Breshad Perriman,2018,0,0,2,0,25,2,0
Darren Sproles,2018,0,0,120,1,23,2,0
Jordan Thomas,2018,0,0,0,0,27,4,0
Jacquizz Rodgers,2018,0,0,106,1,45,0,0
Tajae Sharpe,2018,0,0,16,0,47,2,0
Ian Thomas,2018,0,0,0,0,49,2,0
Nick Vannett,2018,0,0,0,0,43,3,0
Kelvin Benjamin,2018,0,0,0,0,67,1,0
Jonnu Smith,2018,0,0,0,0,30,3,0
Jordan Wilkins,2018,0,0,336,1,17,0,0
Chase Edmonds,2018,0,0,208,2,23,0,0
Jermaine Kearse,2018,0,0,0,0,76,1,0
Geronimo Allison,2018,0,0,0,0,30,2,0
Allen Hurns,2018,0,0,0,0,35,2,0
Jordan Matthews,2018,0,0,0,0,28,2,0
Tyler Higbee,2018,0,0,0,0,34,2,0
Tyrod Taylor,2018,473,2,125,1,0,0,0
Jeff Heuerman,2018,0,0,0,0,48,2,0
Zach Pascal,2018,0,0,10,0,46,2,0
Ricky Seals-Jones,2018,0,0,0,0,69,1,0
Ryan Grant,2018,0,0,0,0,52,1,0
Cody Kessler,2018,709,2,123,0,0,0,0
Paul Richardson,2018,0,0,9,0,35,2,0
Jay Ajayi,2018,0,0,184,3,6,0,0
Kyle Juszczyk,2018,0,0,30,0,41,1,0
DeVante Parker,2018,0,0,0,0,47,1,0
Tim Patrick,2018,0,0,17,0,41,1,0
Terrelle Pryor,2018,0,0,-1,0,30,2,0
Rex Burkhead,2018,0,0,186,0,20,1,0
Ted Ginn Jr.,2018,0,0,26,0,30,2,0
DaeSean Hamilton,2018,0,0,0,0,45,2,0
Laquon Treadwell,2018,0,0,0,0,53,1,0
Keke Coutee,2018,0,0,0,0,41,1,0
Jack Doyle,2018,0,0,0,0,33,2,0
Rhett Ellison,2018,0,0,0,0,34,1,0
Pierre Garcon,2018,0,0,0,0,46,1,0
Isaiah McKenzie,2018,0,0,66,2,30,0,0
Malcolm Brown,2018,0,0,212,0,7,1,0
Jason Croom,2018,0,0,0,0,35,1,0
Demetrius Harris,2018,0,0,0,0,25,3,0
Ed Dickson,2018,0,0,9,0,13,3,0
Blaine Gabbert,2018,626,4,0,0,0,0,0
Keith Kirkwood,2018,0,0,0,0,21,2,0
Raheem Mostert,2018,0,0,261,1,7,0,0
Torrey Smith,2018,0,0,0,0,31,2,0
Equanimeous St. Brown,2018,0,0,5,0,36,0,0
Ryan Switzer,2018,0,0,21,0,44,1,0
Tavon Austin,2018,0,0,55,0,13,2,0
Trenton Cannon,2018,0,0,113,1,25,0,0
Levine Toilolo,2018,0,0,0,0,24,1,0
Jeff Wilson,2018,0,0,266,0,15,0,0
James Develin,2018,0,0,8,4,17,0,0
Wayne Gallman,2018,0,0,176,1,22,0,0
Ryan Griffin,2018,0,0,0,0,43,0,0
Maurice Harris,2018,0,0,10,0,47,0,0
Taysom Hill,2018,64,0,196,2,7,0,0
T.J. Jones,2018,0,0,0,0,26,2,0
Matt LaCosse,2018,0,0,0,0,37,1,0
Russell Shepard,2018,0,0,0,0,19,2,0
Chase Daniel,2018,515,3,3,0,1,0,0
Darren Fells,2018,0,0,0,0,12,3,0
Geoff Swaim,2018,0,0,0,0,32,1,0
Trent Taylor,2018,0,0,0,0,41,1,0
Kalen Ballage,2018,0,0,191,1,11,0,0
Travis Benjamin,2018,0,0,41,0,24,1,0
Bruce Ellington,2018,0,0,2,0,42,1,0
Anthony Firkser,2018,0,0,0,0,20,1,0
Luke Stocker,2018,0,0,0,0,21,2,0
Will Dissly,2018,0,0,0,0,14,2,0
Marcus Murphy,2018,0,0,250,0,19,0,0
Michael Roberts,2018,0,0,0,0,20,3,0
James Washington,2018,0,0,0,0,38,1,0
Kyle Allen,2018,266,2,19,1,0,0,0
Martavis Bryant,2018,0,0,23,0,27,0,0
Virgil Green,2018,0,0,0,0,27,1,0
Colt McCoy,2018,372,3,63,0,0,0,0
Chris Moore,2018,0,0,17,0,25,1,0
Trent Sherfield,2018,0,0,0,0,28,1,0
Erik Swoope,2018,0,0,0,0,10,3,0
Brandon Bolden,2018,0,0,91,2,3,1,0
Bennie Fowler,2018,0,0,0,0,27,1,0
Brandon LaFell,2018,0,0,0,0,16,2,0
Andre Roberts,2018,0,0,20,0,17,1,0
Mo Alie-Cox,2018,0,0,0,0,13,2,0
Justin Hardy,2018,0,0,0,0,22,2,0
Josh Hill,2018,0,0,0,0,24,1,0
Cody Latimer,2018,0,0,0,0,16,1,0
Lee Smith,2018,0,0,0,0,11,3,0
Rod Smith,2018,0,0,127,1,12,0,0
Cody Core,2018,0,0,0,0,28,1,0
Tyler Eifert,2018,0,0,0,0,19,1,0
Chad Williams,2018,0,0,9,0,46,1,0
Jordan Akins,2018,0,0,0,0,25,0,0
Richie James,2018,0,0,0,0,14,1,0
Lance Kendricks,2018,0,0,0,0,25,1,0
Austin Carr,2018,0,0,0,0,14,2,0
Hayden Hurst,2018,0,0,0,0,23,1,0
Dan Arnold,2018,0,0,0,0,19,1,0
Marcell Ateman,2018,0,0,0,0,31,1,0
Nick Boyle,2018,0,0,0,0,37,0,0
Garrett Celek,2018,0,0,0,0,8,2,0
Marvin Hall,2018,0,0,0,0,19,1,0
Josh McCown,2018,539,1,32,0,0,0,0
James O'Shaughnessy,2018,0,0,0,0,38,0,0
Maxx Williams,2018,0,0,8,0,17,1,0
Josh Bellamy,2018,0,0,0,0,25,1,0
DeAndre Carter,2018,0,0,7,0,25,0,0
Brandon Marshall,2018,0,0,0,0,23,1,0
Michael Floyd,2018,0,0,0,0,24,1,0
Mike Gesicki,2018,0,0,0,0,32,0,0
Andy Janovich,2018,0,0,5,0,10,1,0
Zach Line,2018,0,0,41,0,10,2,0
Matt Barkley,2018,232,2,-2,0,0,0,0
Leonte Carroo,2018,0,0,14,0,4,1,0
Alex Erickson,2018,0,0,22,0,29,0,0
Darius Jennings,2018,21,0,2,0,15,0,0
Jordan Leggett,2018,0,0,0,0,24,1,0
Charles Clay,2018,0,0,0,0,36,0,0
Andre Holmes,2018,0,0,0,0,24,0,0
Marcus Johnson,2018,0,0,-2,0,8,1,0
Jake Kumerow,2018,0,0,0,0,11,1,0
MyCole Pruitt,2018,0,0,0,0,11,1,0
Anthony Sherman,2018,0,0,2,0,9,1,0
Deonte Thompson,2018,0,0,0,0,30,0,0
DJ Chark,2018,0,0,0,0,32,0,0
Brian Hill,2018,0,0,157,0,2,0,0
Cameron Meredith,2018,0,0,0,0,10,1,0
Taquan Mizzell,2018,0,0,16,0,10,1,0
Nick O'Leary,2018,0,0,0,0,10,1,0
Logan Paulsen,2018,0,0,0,0,9,1,0
Austin Seferian-Jenkins,2018,0,0,0,0,19,1,0
Scott Simonson,2018,0,0,0,0,14,1,0
Vyncint Smith,2018,0,0,0,0,10,1,0
Dwayne Washington,2018,0,0,154,0,0,0,0
Alex Armah,2018,0,0,15,2,1,0,0
Cameron Artis-Payne,2018,0,0,69,1,4,0,0
Deontay Burnett,2018,0,0,0,0,15,0,0
Taylor Heinicke,2018,320,1,31,0,0,0,0
Andy Jones,2018,0,0,0,0,24,1,0
Ronald Jones II,2018,0,0,44,1,9,0,0
Trey Quinn,2018,0,0,0,0,10,1,0
Damion Ratley,2018,0,0,0,0,20,0,0
Robert Tonyan,2018,0,0,0,0,6,1,0
Sam Bradford,2018,400,2,7,0,0,0,0
Derek Carrier,2018,0,0,0,0,12,1,0
Seth Devalve,2018,0,0,0,0,7,1,0
Nathan Peterman,2018,296,1,50,1,0,0,0
Brandon Powell,2018,0,0,4,0,17,0,0
Adam Shaheen,2018,0,0,0,0,6,1,0
Darrel Williams,2018,0,0,44,0,3,1,0
Brice Butler,2018,0,0,0,0,10,1,0
Stevan Ridley,2018,0,0,80,1,4,0,0
Dalton Schultz,2018,0,0,0,0,17,0,0
A.J. Derby,2018,0,0,0,0,5,1,0
Mike Glennon,2018,174,1,0,0,0,0,0
Corey Grant,2018,0,0,40,0,12,0,0
Dwayne Harris,2018,0,0,12,0,6,0,0
Tommylee Lewis,2018,0,0,10,0,3,1,0
Chris Manhertz,2018,0,0,0,0,5,1,0
Keith Ford,2018,0,0,79,0,5,0,0
John Kelly,2018,0,0,74,0,3,0,0
Niles Paul,2018,0,0,-3,0,13,0,0
Eli Rogers,2018,0,0,-4,0,14,0,0
Jeremy Sprinkle,2018,0,0,0,0,9,1,0
De'Anthony Thomas,2018,0,0,6,0,5,1,0
Darren Waller,2018,0,0,21,0,6,0,0
DeAndre Washington,2018,0,0,115,0,1,0,0
Charcandrick West,2018,0,0,-1,0,3,1,0
Jake Butt,2018,0,0,0,0,13,0,0
D'Onta Foreman,2018,0,0,-1,0,2,1,0
Devonta Freeman,2018,0,0,68,0,7,0,0
C.J. Ham,2018,0,0,8,0,15,0,0
Dontrell Hilliard,2018,0,0,0,0,10,0,0
Kevin White,2018,0,0,0,0,8,0,0
Luke Willson,2018,0,0,0,0,19,0,0
Cameron Batson,2018,0,0,1,0,11,0,0
Corey Coleman,2018,0,0,5,0,8,0,0
Tyler Conklin,2018,0,0,0,0,7,0,0
Matt Lengel,2018,0,0,0,0,8,1,0
Elijhaa Penny,2018,0,0,25,0,9,0,0
Logan Thomas,2018,15,0,0,0,17,0,0
Mark Walton,2018,0,0,34,0,8,0,0
Derek Anderson,2018,465,0,-1,0,0,0,0
Kenjon Barner,2018,0,0,71,0,1,0,0
Blake Bell,2018,0,0,0,0,11,0,0
Teddy Bridgewater,2018,118,1,5,0,0,0,0
Patrick DiMarco,2018,0,0,9,0,4,0,0
Jermaine Gresham,2018,0,0,0,0,12,0,0
Xavier Grimble,2018,0,0,0,0,8,0,0
Detrez Newsome,2018,0,0,49,0,2,0,0
Joshua Perkins,2018,0,0,0,0,11,0,0
Eric Tomlinson,2018,0,0,0,0,14,0,0
Russell Gage,2018,0,0,0,0,10,0,0
David Grinnage,2018,0,0,0,0,8,0,0
