Player,Season,Passing Yds,Passing Tds,Rushing Yds,Rushing Tds,Receiving Yds,Receiving Tds,VBD
Rich Kotite,1971,0,0,0,0,10,0,0
Hubie Bryant,1971,0,0,1,0,14,1,0
Sonny Davis,1971,0,0,163,1,11,1,0
Marv Fleming,1971,0,0,0,0,13,0,0
Jack Gehrke,1971,19,0,2,0,14,0,0
Fran Lynch,1971,0,0,162,0,2,0,0
Dickie Post,1971,0,0,86,0,9,0,0
Stu Voigt,1971,0,0,0,0,15,1,0
Tom Woodeshick,1971,0,0,188,0,6,2,0
Virgil Robinson,1971,0,0,96,1,12,2,0
Hoyle Granger,1971,0,0,139,1,12,1,0
Don Horn,1971,1056,3,15,0,0,4,0
Randy Johnson,1971,477,3,29,0,0,4,0
Ron Johnson,1971,0,0,156,1,6,2,0
Gary Ballman,1971,0,0,0,0,13,1,0
Willie Belton,1971,0,0,237,1,3,9,0
Rod Sherman,1971,0,0,0,0,12,2,0
Rick Arrington,1971,576,2,23,0,0,1,0
Jim Braxton,1971,49,0,84,0,18,2,0
Wes Chesson,1971,0,0,-4,0,20,0,0
Bob Gladieux,1971,48,0,175,0,6,3,0
Jim Grabowski,1971,0,0,149,0,17,3,0
Greg Jones,1971,0,0,53,0,16,1,0
Cliff McClain,1971,0,0,108,2,0,1,0
Ken Stabler,1971,268,1,29,2,0,1,0
Ward Walsh,1971,0,0,129,0,6,2,0
Charley Johnson,1971,592,3,0,0,0,2,0
Pete Lammons,1971,0,0,3,0,8,1,0
Larry Watkins,1971,0,0,98,1,6,0,0
Travis Williams,1971,0,0,103,0,3,3,0
Ted Koy,1971,0,0,0,0,10,0,0
Mel Farr,1971,0,0,64,0,5,0,0
Ron Jessie,1971,0,0,0,0,4,3,0
Roland Moss,1971,0,0,0,0,9,0,0
Tommy Mason,1971,0,0,85,0,12,2,0
Jim McFarland,1971,0,0,0,0,5,0,0
Jim Whalen,1971,0,0,0,0,8,0,0
Tom Bailey,1971,0,0,41,1,7,0,0
Eddie Bell,1971,0,0,0,0,5,1,0
Ike Hill,1971,0,0,0,0,5,2,0
Leroy Sledge,1971,0,0,74,0,6,1,0
Clem Turner,1971,0,0,43,0,7,1,0
Joe Williams,1971,0,0,67,1,3,3,0
Bob Adams,1971,0,0,0,0,20,1,0
Chuck Dicus,1971,0,0,-2,0,6,0,0
Terry Hanratty,1971,159,2,3,1,0,0,0
John Mackey,1971,0,0,18,0,11,1,0
Norm Snead,1971,470,1,6,1,0,2,0
Robert Brown,1971,0,0,0,0,6,0,0
Eldridge Dickey,1971,0,0,0,0,4,0,0
Willie Frazier,1971,0,0,-2,0,10,1,0
James Harris,1971,512,1,42,0,0,3,0
Matt Maslowski,1971,0,0,0,0,3,0,0
Jon Staggers,1971,0,0,5,0,8,3,0
Bill Tucker,1971,0,0,82,0,11,1,0
Al Denson,1971,0,0,0,0,10,0,0
Kent Kramer,1971,0,0,0,0,6,0,0
Reggie Rucker,1971,0,0,14,0,4,0,0
Charlie Smith,1971,0,0,4,1,2,0,0
Otto Stowe,1971,0,0,0,0,5,0,0
Jimmy Thomas,1971,0,0,36,1,3,0,0
Jan White,1971,0,0,0,0,13,0,0
Bill Munson,1971,216,1,9,0,0,0,0
Bart Starr,1971,286,0,11,1,0,1,0
Steve Zabel,1971,0,0,-5,0,2,0,0
Mike Adamle,1971,0,0,43,0,1,0,0
Sonny Campbell,1971,0,0,79,0,3,1,0
Al Woodall,1971,395,0,26,0,0,3,0
Claxton Welch,1971,0,0,51,1,1,1,0
Coleman Zeno,1971,0,0,10,0,5,1,0
Craig Cotton,1971,0,0,0,0,6,0,0
Jack Maitland,1971,0,0,25,1,1,0,0
Joe Moore,1971,0,0,90,0,2,2,0
Dan Reeves,1971,24,0,79,0,3,1,0
Mack Alston,1971,0,0,0,0,5,1,0
Hubert Ginn,1971,0,0,97,0,0,2,0
Steve Harkey,1971,0,0,62,0,5,1,0
Jim Mandich,1971,0,0,0,0,3,0,0
Jim Seymour,1971,0,0,0,0,5,0,0
Junior Coffey,1971,0,0,70,0,5,2,0
Jack Concannon,1971,334,0,5,0,0,1,0
Dave Jones,1971,0,0,0,0,4,0,0
John Mosier,1971,0,0,31,0,3,0,0
Ray Poage,1971,0,0,0,0,4,0,0
Bob Chandler,1971,0,0,0,0,5,0,0
Pat Curran,1971,0,0,0,0,1,0,0
Chip Glass,1971,0,0,0,0,1,0,0
Fred Hyatt,1971,0,0,0,0,4,0,0
George Mira,1971,159,1,-9,0,0,1,0
Mike Phipps,1971,179,1,35,0,0,1,0
Margene Adkins,1971,0,0,0,0,4,0,0
Dave Davis,1971,0,0,0,0,6,1,0
Sonny Jurgensen,1971,170,0,29,0,0,1,0
Mike Livingston,1971,130,0,11,0,0,1,0
Joe Profit,1971,0,0,10,1,0,2,0
Jerry Rhome,1971,66,1,0,0,0,0,0
Mike Richardson,1971,0,0,33,0,4,0,0
Don Burchfield,1971,0,0,0,0,3,0,0
Dennis Homan,1971,0,0,0,0,2,1,0
Preston Riley,1971,0,0,0,0,3,0,0
Earl Thomas,1971,0,0,0,0,3,0,0
Bob Windsor,1971,0,0,21,0,2,1,0
Paul Gipson,1971,0,0,12,0,1,0,0
Jim Harrison,1971,0,0,13,0,2,0,0
Chuck Hughes,1971,0,0,0,0,1,0,0
John Isenbarger,1971,0,0,34,0,0,0,0
Frank Lewis,1971,0,0,0,0,3,1,0
Bob Moore,1971,0,0,0,0,2,0,0
Gordon Bowdell,1971,0,0,0,0,1,0,0
Ken Brown,1971,0,0,47,0,0,3,0
Bob Brunet,1971,0,0,27,0,2,1,0
Bo Cornell,1971,0,0,12,0,1,1,0
John Henderson,1971,0,0,0,0,2,0,0
Charlie Leigh,1971,0,0,15,0,0,0,0
Eddie Ray,1971,0,0,15,0,0,0,0
Steve Spurrier,1971,46,0,2,0,0,0,0
Alfred Sykes,1971,0,0,0,0,1,0,0
Billy Van Heusen,1971,0,0,10,0,1,0,0
Gary Arthur,1971,0,0,0,0,1,0,0
Terry Cole,1971,0,0,11,0,0,0,0
Marty Domres,1971,97,1,0,0,0,1,0
Sam Havrilak,1971,0,0,0,0,1,0,0
John Huarte,1971,18,0,0,0,0,0,0
Mike Hull,1971,0,0,8,0,0,0,0
Ray Jarvis,1971,0,0,13,0,0,0,0
Mike Kelly,1971,0,0,0,0,1,0,0
Ron Lamb,1971,0,0,13,0,0,0,0
Odell Lawson,1971,0,0,8,0,0,0,0
Ed Marshall,1971,0,0,0,0,2,1,0
Art Strozier,1971,0,0,0,0,1,0,0
Lee White,1971,0,0,11,0,0,0,0
Carlos Bell,1971,0,0,0,0,0,0,0
Rocky Bleier,1971,0,0,0,0,0,0,0
Paul Costa,1971,0,0,0,0,0,0,0
Austin Denney,1971,0,0,0,0,0,0,0
Mike Donohoe,1971,0,0,0,0,0,0,0
Glenn Ellison,1971,0,0,0,0,0,0,0
Len Garrett,1971,0,0,0,0,0,0,0
Mike Haffner,1971,0,0,0,0,0,0,0
Billy Harris,1971,0,0,1,0,0,0,0
Leo Hart,1971,0,0,0,0,0,0,0
Leo Hayden,1971,0,0,0,0,0,0,0
John Hilton,1971,0,0,0,0,0,0,0
Andy Hopkins,1971,0,0,2,0,0,0,0
Dennis Hughes,1971,0,0,0,0,0,0,0
Bruce Jankowski,1971,0,0,0,0,0,0,0
Jeff Jordan,1971,0,0,0,0,0,0,0
Leroy Keyes,1971,0,0,0,0,0,0,0
Dave Kopay,1971,0,0,0,0,0,0,0
Bill Malinchak,1971,0,0,0,0,0,0,0
Reece Morrison,1971,0,0,-2,0,0,0,0
Ray Ogden,1971,0,0,0,0,0,0,0
Frank Patrick,1971,39,0,0,0,0,0,0
Matt Snell,1971,0,0,0,0,0,0,0
Todd Snyder,1971,0,0,0,0,0,0,0
Larry Stegent,1971,0,0,0,0,1,1,0
Wayne Stewart,1971,0,0,0,0,0,0,0
Vern Studdard,1971,0,0,0,0,0,0,0
Bob Thomas,1971,0,0,0,0,0,0,0
Billy Walik,1971,0,0,0,0,0,0,0
Jim Ward,1971,4,0,0,0,0,0,0
Paul White,1971,0,0,3,0,0,0,0
Perry Williams,1971,0,0,4,0,0,0,0
Sam Wyche,1971,0,0,4,0,0,0,0
Al Young,1971,0,0,0,0,0,0,0
Mickey Zofko,1971,0,0,0,0,0,0,0
Stan Brown,1971,0,0,0,0,0,1,0
Jim Brumfield,1971,0,0,0,0,0,1,0
Rich Coady,1971,0,0,0,0,0,1,0
Larry Krause,1971,0,0,-6,0,0,0,0
Bill Triplett,1971,0,0,4,0,0,1,0
Linzy Cole,1971,0,0,0,0,0,2,0
Charlie Pittman,1971,0,0,3,0,0,2,0
Bob Leahy,1971,18,0,-6,0,0,2,0
Lynn Dickey,1971,315,0,4,0,0,1,0
Ron Johnson,1972,0,0,1182,9,45,3,138
Larry Brown,1972,0,0,1216,8,32,9,124
Greg Landry,1972,2066,18,524,9,0,3,116
Gene Washington,1972,0,0,0,0,18,0,0
Rich Caster,1972,0,0,6,0,39,0,101
Floyd Little,1972,43,1,859,9,28,4,90
John Gilliam,1972,0,0,14,0,47,2,89
Bobby Douglass,1972,1246,9,968,8,0,9,86
Ted Kwalick,1972,0,0,11,0,40,2,83
Calvin Hill,1972,55,1,1036,6,43,7,80
Harold Jackson,1972,0,0,76,0,62,2,77
Art Malone,1972,0,0,798,8,50,10,74
Franco Harris,1972,0,0,1055,10,21,7,68
Mercury Morris,1972,0,0,1000,12,15,8,66
O.J. Simpson,1972,113,1,1251,6,27,8,66
Archie Manning,1972,2781,18,351,2,0,9,65
Fred Biletnikoff,1972,0,0,0,0,58,0,63
John Brockington,1972,0,0,1027,8,19,4,61
Terry Bradshaw,1972,1887,12,346,7,0,4,57
Otis Taylor,1972,0,0,13,0,57,2,57
Raymond Chester,1972,0,0,3,0,34,0,57
Walt Garrison,1972,0,0,784,7,37,6,55
Bob Tucker,1972,0,0,6,1,55,4,54
Frank Pitts,1972,0,0,29,0,36,0,52
Fran Tarkenton,1972,2651,18,180,0,0,3,51
John Riggins,1972,0,0,944,7,21,2,46
Cid Edwards,1972,0,0,679,5,40,4,44
Mike Garrett,1972,0,0,1031,6,31,8,44
Charlie Smith,1972,0,0,686,8,28,2,44
J.D. Hill,1972,0,0,11,0,52,1,44
Jim O'Brien,1972,0,0,9,0,11,0,40
Dave Parks,1972,0,0,-7,0,32,0,39
Dave Hampton,1972,0,0,995,6,23,9,38
Essex Johnson,1972,0,0,825,4,29,4,38
Sam Havrilak,1972,0,0,72,2,33,0,38
Chip Myers,1972,0,0,0,0,57,0,34
Larry Csonka,1972,0,0,1117,6,5,2,31
Ron Sellers,1972,0,0,0,0,31,1,31
Mike Phipps,1972,1994,13,256,5,0,8,29
Jerry Smith,1972,0,0,9,0,21,0,26
Joe Namath,1972,2816,19,8,0,0,3,25
Bob Chandler,1972,0,0,27,0,33,1,20
Reggie Rucker,1972,0,0,5,0,44,2,20
Ron Shanklin,1972,0,0,0,0,38,0,20
Tom Mitchell,1972,0,0,7,0,40,1,20
Jim Mitchell,1972,0,0,19,0,28,0,20
Marv Hubbard,1972,0,0,1100,4,22,5,18
Rod Sherman,1972,0,0,2,0,38,1,18
Larry Walton,1972,0,0,0,0,24,2,17
Norm Snead,1972,2307,17,21,0,0,4,14
Paul Warfield,1972,0,0,23,0,29,1,14
Mike Siani,1972,0,0,0,0,28,1,13
Ken Burrow,1972,0,0,3,0,29,1,13
Ken Burrough,1972,0,0,0,0,26,0,10
Frank Lewis,1972,0,0,68,0,27,1,9
Doug Dressler,1972,0,0,565,6,39,4,7
Don Herrmann,1972,0,0,9,0,28,0,7
Eddie Bell,1972,0,0,-5,0,35,1,7
Bob Trumpy,1972,0,0,0,0,44,0,7
Leroy Kelly,1972,0,0,811,4,23,4,5
Bob Berry,1972,2158,13,86,2,1,7,5
Roy Jefferson,1972,0,0,0,0,35,1,5
Milt Morin,1972,0,0,0,0,30,0,5
Daryle Lamonica,1972,1998,18,33,0,0,5,4
Altie Taylor,1972,0,0,658,4,29,2,2
Craig Morton,1972,2396,15,26,2,0,4,2
Bob Newland,1972,0,0,0,0,47,1,2
Willie Ellison,1972,0,0,764,5,23,3,0
MacArthur Lane,1972,19,0,821,3,26,6,0
Jim Bertelsen,1972,0,0,581,5,29,4,0
Steve Spurrier,1972,1983,18,51,0,0,2,0
Ed Podolak,1972,0,0,615,4,46,10,0
Don McCauley,1972,0,0,675,2,30,2,0
Billy Kilmer,1972,1648,19,-3,0,0,1,0
Donny Anderson,1972,71,0,536,4,28,6,0
John Hadl,1972,2449,15,99,1,1,7,0
Ken Anderson,1972,1918,7,94,3,0,5,0
Carl Garrett,1972,0,0,488,5,30,5,0
Vic Washington,1972,0,0,468,3,43,7,0
Len Dawson,1972,1835,13,75,0,0,2,0
John Fuqua,1972,0,0,665,4,18,1,0
Jim Braxton,1972,0,0,453,5,24,2,0
Marty Domres,1972,1392,11,137,1,0,4,0
George Blanda,1972,77,1,0,0,0,1,0
Roman Gabriel,1972,2027,12,16,1,0,6,0
Charlie Harraway,1972,0,0,567,6,15,2,0
Wendell Hayes,1972,0,0,536,0,31,0,0
Bill Brown,1972,0,0,263,4,22,4,0
Jim Kiick,1972,0,0,521,5,21,3,0
Dan Pastorini,1972,1711,7,205,2,0,6,0
Josh Ashton,1972,0,0,546,3,22,3,0
Dennis Shaw,1972,1666,14,138,0,0,6,0
Charley Johnson,1972,1783,14,0,0,0,4,0
Earl Morrall,1972,1360,11,67,1,0,3,0
Jim Plunkett,1972,2196,8,230,1,0,6,0
Oscar Reed,1972,0,0,639,2,30,7,0
Steve Owens,1972,0,0,519,4,15,0,0
Scott Hunter,1972,1252,6,37,5,0,5,0
Larry Schreiber,1972,0,0,420,2,31,4,0
Bo Scott,1972,0,0,571,2,23,2,0
Don Nottingham,1972,0,0,466,3,25,6,0
Clarence Davis,1972,0,0,363,6,8,4,0
Jim Harrison,1972,0,0,622,2,8,7,0
John Reaves,1972,1508,7,109,1,0,5,0
Ken Willard,1972,0,0,345,4,24,3,0
Charlie Evans,1972,0,0,317,4,26,6,0
Paul Robinson,1972,0,0,449,3,14,0,0
Po James,1972,0,0,565,0,20,6,0
Bob Gresham,1972,0,0,381,3,29,5,0
Bob Thomas,1972,0,0,433,3,11,1,0
Bobby Anderson,1972,14,1,319,1,23,2,0
Ahmad Rashad,1972,0,0,44,0,29,5,0
Walker Gillette,1972,0,0,0,0,33,1,0
Haven Moses,1972,0,0,11,0,18,0,0
Rich Houston,1972,0,0,0,0,27,1,0
Ron Jessie,1972,0,0,0,0,24,2,0
John Brodie,1972,905,9,8,1,0,0,0
Larry Smith,1972,0,0,276,2,15,1,0
Earl Thomas,1972,0,0,13,0,20,1,0
Joe Dawkins,1972,0,0,243,2,18,3,0
Dave Osborn,1972,0,0,261,2,20,3,0
Fair Hooker,1972,0,0,0,0,32,0,0
Jackie Smith,1972,0,0,31,0,26,0,0
Marlin Briscoe,1972,72,0,0,0,16,0,0
Bill Butler,1972,0,0,233,0,25,3,0
Charlie Joiner,1972,0,0,14,0,24,2,0
Billy Masters,1972,0,0,-15,0,25,1,0
Lance Rentzel,1972,0,0,71,1,27,1,0
Mel Farr,1972,0,0,216,3,10,0,0
Charlie Sanders,1972,0,0,0,0,27,1,0
Dave Williams,1972,0,0,14,0,14,0,0
George Farmer,1972,0,0,-13,0,14,0,0
Randy Vataha,1972,0,0,0,0,25,0,0
Willie Frazier,1972,0,0,0,0,13,0,0
Johnny Unitas,1972,1111,4,15,0,0,3,0
Ed Marinaro,1972,0,0,223,0,28,4,0
Don Shy,1972,0,0,342,1,10,5,0
Mike Livingston,1972,480,7,133,0,0,0,0
Lydell Mitchell,1972,0,0,215,1,18,3,0
Cyril Pinder,1972,0,0,300,3,1,4,0
Steve Ramsey,1972,1050,3,15,2,0,5,0
Riley Odoms,1972,0,0,72,0,21,1,0
Virgil Carter,1972,579,3,57,2,0,2,0
Brian Dowling,1972,383,2,35,3,0,0,0
Jim Hart,1972,857,5,17,0,0,3,0
Jimmy Thomas,1972,0,0,250,1,15,3,0
Bob Windsor,1972,0,0,-4,0,33,1,0
Tony Baker,1972,0,0,322,0,16,2,0
Mike Adamle,1972,0,0,303,1,15,3,0
Jerome Barkum,1972,0,0,0,0,16,1,0
Bob Griese,1972,638,4,11,1,0,0,0
Wes Chesson,1972,0,0,0,0,18,0,0
Otto Stowe,1972,0,0,0,0,13,0,0
Harold Carmichael,1972,0,0,0,0,20,1,0
Mike Montgomery,1972,31,0,81,1,8,1,0
Carroll Dale,1972,0,0,0,0,16,0,0
Bob Klein,1972,0,0,-7,0,29,1,0
Pete Liske,1972,973,3,20,0,0,3,0
Billy Parks,1972,0,0,0,0,18,0,0
Jerry Simmons,1972,0,0,0,0,17,0,0
John Tarver,1972,0,0,132,1,11,0,0
Jim Mandich,1972,0,0,0,0,11,0,0
Robert West,1972,0,0,2,0,9,0,0
Fran Lynch,1972,0,0,164,2,7,2,0
Cliff McClain,1972,0,0,305,0,6,5,0
John McMakin,1972,0,0,0,0,21,0,0
Willie Rodgers,1972,0,0,204,2,6,5,0
Chuck Dicus,1972,0,0,-11,0,18,1,0
Leland Glass,1972,0,0,13,0,15,0,0
Lance Alworth,1972,0,0,2,0,15,0,0
Vince Clements,1972,0,0,221,0,9,2,0
Gary Cuozzo,1972,897,5,7,0,0,3,0
Clint Jones,1972,0,0,164,2,6,1,0
Dave Smith,1972,0,0,0,0,30,0,0
Ken Stabler,1972,524,4,27,0,0,2,0
John Henderson,1972,0,0,0,0,10,1,0
Preston Pearson,1972,0,0,264,0,11,4,0
John Beasley,1972,0,0,0,0,28,0,0
Roger Lawson,1972,0,0,106,1,8,2,0
Herb Mul-Key,1972,0,0,155,1,4,1,0
Tom Reynolds,1972,0,0,0,0,8,0,0
Jan White,1972,0,0,0,0,12,0,0
Ken Brown,1972,0,0,114,2,5,4,0
Mike Ditka,1972,0,0,0,0,17,0,0
Pete Banaszak,1972,0,0,138,1,9,1,0
Pettis Norman,1972,0,0,9,0,19,2,0
Joe Orduna,1972,0,0,129,1,4,1,0
Robert Brown,1972,0,0,0,0,11,0,0
Larry Watkins,1972,0,0,262,1,6,8,0
Hoyle Granger,1972,0,0,175,0,15,2,0
Steve Harkey,1972,0,0,129,0,9,1,0
Randy Johnson,1972,230,3,26,1,0,1,0
Kent Kramer,1972,0,0,0,0,11,1,0
Alvin Reed,1972,0,0,0,0,19,2,0
Jim Strong,1972,0,0,120,0,14,1,0
Marv Fleming,1972,0,0,0,0,13,0,0
Hubert Ginn,1972,0,0,142,1,1,1,0
Jim Seymour,1972,0,0,-9,0,10,0,0
Jon Staggers,1972,0,0,-8,0,8,2,0
Speedy Thomas,1972,0,0,0,0,17,1,0
Leon Burns,1972,0,0,69,2,6,0,0
Sonny Jurgensen,1972,633,2,-5,0,0,4,0
Jeff Kinney,1972,0,0,122,1,4,2,0
Preston Riley,1972,0,0,0,0,11,1,0
Bob Brunet,1972,0,0,82,2,1,1,0
Norm Bulaich,1972,0,0,109,1,9,2,0
Bob Gladieux,1972,0,0,56,0,19,3,0
Eddie Hinton,1972,0,0,0,0,11,1,0
Robert Holmes,1972,0,0,172,0,6,0,0
Dennis Homan,1972,0,0,0,0,12,0,0
Wayne Patrick,1972,0,0,130,0,8,3,0
Billy Van Heusen,1972,0,0,76,1,4,0,0
Craig Cotton,1972,0,0,0,0,8,0,0
John Hilton,1972,0,0,0,0,5,0,0
Gary Ballman,1972,0,0,0,0,9,0,0
Dave Davis,1972,0,0,0,0,4,0,0
Rich McGeorge,1972,0,0,0,0,4,0,0
Robert Newhouse,1972,0,0,116,1,1,1,0
Stu Voigt,1972,0,0,1,1,6,0,0
Jim Krieg,1972,0,0,63,0,4,0,0
Jim Otis,1972,0,0,92,0,12,1,0
Joe Williams,1972,0,0,72,0,16,4,0
Bob Davis,1972,114,2,32,0,0,0,0
Rhett Dawson,1972,0,0,0,0,6,0,0
John Isenbarger,1972,0,0,9,0,3,0,0
Randy Jackson,1972,0,0,57,0,2,0,0
Morris Stroud,1972,0,0,0,0,4,0,0
Nick Eddy,1972,0,0,28,0,2,0,0
Joe Profit,1972,0,0,132,0,3,2,0
Perry Williams,1972,0,0,139,0,0,1,0
Al Barnes,1972,0,0,0,0,4,0,0
Steve Davis,1972,0,0,85,1,1,3,0
Jim Del Gaizo,1972,165,2,0,0,0,1,0
Jerry Tagge,1972,154,0,-3,1,0,0,0
Bruce Coslet,1972,0,0,0,0,5,0,0
Bob Moore,1972,0,0,0,0,6,0,0
Cotton Speyrer,1972,0,0,0,0,8,0,0
Elmo Wright,1972,0,0,24,0,11,0,0
Hank Bjorklund,1972,0,0,42,0,4,0,0
Jean Fugett,1972,0,0,2,0,7,0,0
Arthur Green,1972,0,0,51,0,7,0,0
Bob Grim,1972,0,0,0,0,5,3,0
John Mackey,1972,0,0,0,0,11,1,0
Lee White,1972,0,0,75,0,3,0,0
Don Highsmith,1972,0,0,11,1,2,2,0
Bill Munson,1972,194,1,0,0,0,1,0
Kent Nix,1972,287,3,3,0,0,3,0
Wayne Stewart,1972,0,0,0,0,2,0,0
Joe Sweet,1972,0,0,1,0,2,0,0
Al Young,1972,0,0,0,0,6,0,0
Dick Gordon,1972,0,0,0,0,3,1,0
Paul Staroba,1972,0,0,0,0,1,0,0
Billy Walik,1972,0,0,0,0,1,0,0
Dick Witcher,1972,0,0,0,0,3,0,0
Len Garrett,1972,0,0,0,0,4,0,0
Leo Hayden,1972,0,0,11,1,1,2,0
Gary Kosins,1972,0,0,5,0,2,1,0
Bob Lee,1972,75,1,0,0,0,0,0
Joe Morrison,1972,0,0,36,0,5,1,0
Rocky Thompson,1972,0,0,35,0,0,3,0
Tim Van Galder,1972,434,1,28,0,0,3,0
Margene Adkins,1972,0,0,0,0,9,4,0
Glenn Doughty,1972,0,0,33,0,3,0,0
John Love,1972,0,0,0,0,1,2,0
Bob Parsons,1972,0,0,0,0,1,1,0
Ward Walsh,1972,0,0,36,0,4,0,0
Mack Alston,1972,0,0,0,0,2,0,0
Mike Carter,1972,0,0,25,0,2,0,0
Chip Glass,1972,0,0,0,0,5,1,0
Mel Gray,1972,0,0,0,0,3,1,0
Bob Hudson,1972,0,0,62,0,0,1,0
Dave Kopay,1972,0,0,39,0,3,1,0
Jack Maitland,1972,0,0,33,0,4,2,0
John Mosier,1972,0,0,0,0,1,0,0
Bill Triplett,1972,0,0,48,0,0,0,0
Billy Truax,1972,0,0,0,0,4,0,0
Tom Bailey,1972,0,0,22,0,5,1,0
Tom Beer,1972,0,0,0,0,2,0,0
Bobby Duhon,1972,0,0,23,0,2,0,0
James Ford,1972,0,0,28,0,1,0,0
Charlie Leigh,1972,0,0,79,0,0,4,0
Eddie Ray,1972,0,0,34,0,1,1,0
Mike Taliaferro,1972,176,1,19,0,0,1,0
Warren Bankston,1972,0,0,20,0,1,0,0
Cliff Branch,1972,0,0,5,0,3,2,0
Doug Cunningham,1972,0,0,32,0,0,0,0
Oscar Dragon,1972,0,0,30,0,0,0,0
Dwight Harrison,1972,0,0,9,0,1,0,0
Fred Hyatt,1972,0,0,0,0,2,0,0
Roy Shivers,1972,0,0,12,0,1,0,0
Roger Staubach,1972,98,0,45,0,0,1,0
Jesse Taylor,1972,0,0,58,0,0,3,0
Clem Turner,1972,0,0,16,0,1,0,0
Terry Beasley,1972,0,0,0,0,1,0,0
Bo Cornell,1972,0,0,8,0,2,0,0
Joe Gilliam,1972,48,0,0,0,0,0,0
Bruce Jankowski,1972,0,0,0,0,2,0,0
Ray Jarvis,1972,0,0,0,0,1,0,0
Al Johnson,1972,0,0,13,0,6,2,0
Ted Koy,1972,0,0,9,0,1,0,0
Pete Lammons,1972,0,0,0,0,1,0,0
Todd Snyder,1972,0,0,0,0,1,0,0
Tom Sullivan,1972,0,0,13,0,4,1,0
Tom Woodeshick,1972,0,0,14,0,1,0,0
Mickey Zofko,1972,0,0,28,0,2,3,0
Rocky Bleier,1972,0,0,17,0,0,1,0
Drew Buie,1972,0,0,0,0,1,0,0
Steve Conley,1972,0,0,8,0,0,0,0
Mike Ernst,1972,10,0,4,0,0,0,0
Ron Lamb,1972,0,0,0,0,1,0,0
Billy Lefear,1972,0,0,6,0,0,0,0
George Nock,1972,0,0,22,0,0,1,0
Tom Nowatzke,1972,0,0,11,0,0,0,0
Joe Reed,1972,0,0,22,0,0,1,0
Dan Reeves,1972,0,0,14,0,0,0,0
Gloster Richardson,1972,0,0,0,0,1,0,0
Bob Wallace,1972,0,0,0,0,1,0,0
Creston Whitaker,1972,0,0,0,0,1,0,0
Bob Wicks,1972,0,0,0,0,1,0,0
John Andrews,1972,0,0,0,0,0,0,0
Cookie Brinkman,1972,0,0,0,0,0,0,0
Hubie Bryant,1972,0,0,0,0,0,0,0
Cannonball Butler,1972,0,0,3,0,1,1,0
Paul Costa,1972,0,0,0,0,0,0,0
Larry Crowe,1972,0,0,2,0,0,0,0
Pat Curran,1972,0,0,0,0,0,0,0
Calvin Demery,1972,0,0,0,0,0,0,0
Willie Franklin,1972,0,0,0,0,0,0,0
Thom Gatewood,1972,0,0,0,0,0,0,0
Paul Gibson,1972,0,0,0,0,0,0,0
Terry Hanratty,1972,23,0,0,0,0,1,0
Edd Hargett,1972,0,0,0,0,0,0,0
Don Heater,1972,0,0,0,0,0,0,0
Don Horn,1972,0,0,0,0,0,0,0
Clark Hoss,1972,0,0,0,0,0,0,0
Mike Hull,1972,0,0,0,0,0,0,0
Ed Jenkins,1972,0,0,0,0,0,0,0
Lewis Jolley,1972,0,0,0,0,0,0,0
Jeff Jordan,1972,0,0,0,0,0,0,0
Leroy Keyes,1972,0,0,0,0,0,0,0
Rich Kotite,1972,0,0,0,0,0,0,0
Jerry LeVias,1972,0,0,0,0,1,1,0
Bill Malinchak,1972,0,0,0,0,0,0,0
Matt Maslowski,1972,0,0,0,0,0,0,0
Henry Matthews,1972,0,0,0,0,0,0,0
Lawrence McCutcheon,1972,0,0,0,0,0,0,0
Jim McFarland,1972,0,0,0,0,0,0,0
Clifton McNeil,1972,0,0,0,0,0,0,0
Larry Mialik,1972,0,0,0,0,0,0,0
Reece Morrison,1972,0,0,2,0,0,0,0
Frank Patrick,1972,9,0,0,0,0,0,0
Barry Pearson,1972,0,0,0,0,0,0,0
Ara Person,1972,0,0,0,0,0,0,0
Jeff Queen,1972,0,0,10,0,0,1,0
Virgil Robinson,1972,0,0,1,0,0,0,0
Matt Snell,1972,0,0,0,0,0,0,0
John Sykes,1972,0,0,0,0,0,0,0
Bill Thomas,1972,0,0,0,0,0,0,0
Pete Watson,1972,0,0,0,0,0,0,0
Cephus Weatherspoon,1972,0,0,0,0,0,0,0
Sam Wyche,1972,0,0,0,0,0,0,0
Steve Zabel,1972,0,0,0,0,0,0,0
Rick Arrington,1972,46,0,2,0,0,1,0
Pete Beathard,1972,255,1,-1,0,0,1,0
Linzy Cole,1972,0,0,0,0,0,1,0
John Huarte,1972,14,0,-2,0,0,1,0
Mike Kelly,1972,0,0,0,0,0,1,0
Bill Nelsen,1972,141,0,-2,0,0,0,0
Rich Coady,1972,0,0,0,0,0,2,0
Willie Belton,1972,0,0,20,0,1,5,0
Wayne Clark,1972,67,0,-8,0,0,2,0
Leo Hart,1972,53,0,19,0,0,2,0
Ed Baker,1972,47,0,9,0,0,0,0
Pat Sullivan,1972,44,0,8,0,0,2,0
O.J. Simpson,1973,-3,0,2003,12,6,7,177
Harold Carmichael,1973,0,0,42,0,67,3,119
Harold Jackson,1973,0,0,-8,0,40,0,117
Floyd Little,1973,0,0,979,12,41,3,112
Larry Brown,1973,0,0,860,8,40,7,107
John Gilliam,1973,0,0,71,1,42,1,101
Roger Staubach,1973,2428,23,250,3,0,5,95
